geo_id,total,tot_under_19,y_under_19,n_under_19,tot_19_64,y_19_64,n_19_64,tot_65_over,y_65_over,n_65_over,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US37015,17993,3444,95.90592334494772,4.094076655052264,11169,79.4968215596741,20.503178440325904,3380,100,0,2017,NC,bertie,bertie_NC,0.221,4400,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.906,NA,0.094,2110000,2.81,0.241,880,0.84,0.16,27805,36.22,-77.11,13823,725,2022,5248,3284,789,910,845,19224,18786,438,19224,19151,73,7005,2734,1656,675,986,322,547,85,17993,3444,3303,141,11169,8879,2290,3380,3380,0,null,null,null,null,null,null,null,null
0500000US37017,33203,7593,95.14026076649546,4.859739233504544,18819,80.60470800786439,19.395291992135608,6791,100,0,2017,NC,bladen,bladen_NC,0.193,6600,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.872,NA,0.128,3359000,2.98,0.243,1780,0.8,0.2,28320,34.53,-78.79,24385,1331,3264,7957,6305,1852,2476,1200,33478,30840,2638,33478,32340,1138,14866,3804,3988,2127,3142,1057,598,150,33203,7593,7224,369,18819,15169,3650,6791,6791,0,33478,18823,11264,898,0,0,1903,590
0500000US37019,129852,22123,95.73746779369885,4.262532206301135,67870,83.52291144835715,16.477088551642847,39859,100,0,2017,NC,brunswick,brunswick_NC,0.132,16160,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.682,NA,0.318,9249000,3.35,0.219,4500,0.77,0.23,28420,34.07,-78.47,102846,2258,6489,30325,22874,9729,19442,11729,130897,124655,6242,130897,128954,1943,56399,8306,10031,12082,14264,7349,2324,2043,129852,22123,21180,943,67870,56687,11183,39859,39859,0,130897,110115,12848,691,415,0,3095,3733
0500000US37021,253867,51182,97.48349028955492,2.5165097104450784,154435,82.9643539353126,17.03564606468741,48250,99.84455958549223,0.15544041450777202,2017,NC,buncombe,buncombe_NC,0.123,31100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.705,NA,0.295,15607000,2.94,0.184,8890,0.73,0.27,28701,35.7,-82.63,189252,5221,10949,43869,31421,17986,50698,29108,257607,240542,17065,257607,249519,8088,107752,18786,24594,19330,22089,12422,5570,4961,253867,51182,49894,1288,154435,128126,26309,48250,48175,75,257607,228571,17295,1216,3273,0,2415,4837
0500000US37023,86785,18375,96.8,3.2,51628,76.97954598280003,23.020454017199967,16782,99.89274222381123,0.10725777618877369,2017,NC,burke,burke_NC,0.138,12280,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.761,NA,0.239,5481000,2.62,0.225,3950,0.8,0.2,28612,35.66,-81.49,64167,4489,6653,21146,13027,8190,6065,4597,89293,83708,5585,89293,86534,2759,33682,7328,9383,6208,6646,2777,632,708,86785,18375,17787,588,51628,39743,11885,16782,16764,18,89293,78648,4896,498,3084,450,216,1501
0500000US37025,205513,57537,98.63044649529867,1.3695535047013228,121977,87.67472556301598,12.32527443698402,25999,99.75768298780723,0.24231701219277665,2017,NC,cabarrus,cabarrus_NC,0.12,23650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.659,NA,0.341,11725000,2.91,0.175,9020,0.63,0.37,28025,35.4,-80.59,137026,5998,9789,34209,31645,11825,27987,15573,206872,185283,21589,206872,197438,9434,75188,8692,12877,14903,17728,12390,4474,4124,205513,57537,56749,788,121977,106943,15034,25999,25936,63,206872,149759,38807,810,8017,153,5562,3764
0500000US37027,81190,17831,97.5604284672761,2.4395715327239076,47850,79.634273772204807,20.365726227795193,15509,100,0,2017,NC,caldwell,caldwell_NC,0.131,10760,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.784,NA,0.216,4781000,2.6,0.203,3450,0.79,0.22,28630,35.8,-81.42,58662,4720,7806,20064,10829,6085,5050,4108,81981,77467,4514,81981,79746,2235,32245,7744,6727,6189,8105,1814,868,798,81190,17831,17396,435,47850,38105,9745,15509,15509,0,81981,72073,4609,295,375,47,4152,430
0500000US37031,67388,13216,94.38559322033898,5.614406779661017,37913,83.40410940838235,16.59589059161765,16259,99.39725690386862,0.6027430961313733,2017,NC,carteret,carteret_NC,0.121,8310,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.655,NA,0.345,4770000,3.36,0.196,2460,0.69,0.31,28511,34.89,-76.33,51901,883,3260,13013,15133,6237,8097,5278,68881,65983,2898,68881,68200,681,29944,5033,6382,5341,7182,3430,1402,1174,67388,13216,12474,742,37913,31621,6292,16259,16161,98,68881,61873,2950,231,256,138,359,3074
0500000US37033,23467,5130,95.0682261208577,4.9317738791423,13501,94.21524331530998,5.784756684690023,4836,100,0,2017,NC,caswell,caswell_NC,0.175,3990,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.761,NA,0.239,1907000,2.8,0.233,1010,0.68,0.32,27212,36.51,-79.28,17461,1486,2082,4926,3324,2436,2340,867,24395,22792,1603,24395,24320,75,9556,2513,1686,1411,2218,867,474,387,23467,5130,4877,253,13501,12720,781,4836,4836,0,null,null,null,null,null,null,null,null
0500000US37035,156487,37616,97.87324542747767,2.126754572522331,91631,84.05015769772238,15.949842302277615,27240,98.70411160058737,1.2958883994126285,2017,NC,catawba,catawba_NC,0.123,19180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.749,NA,0.251,9339000,2.85,0.196,6970,0.74,0.26,28601,35.73,-81.32,108709,6475,10439,32681,24135,13360,14478,7141,157974,142420,15554,157974,151243,6731,61828,11066,11740,11647,15664,6816,1959,2936,156487,37616,36816,800,91631,77016,14615,27240,26887,353,157974,123204,11070,406,7298,0,11373,4623
0500000US37037,70801,15138,92.42964724534285,7.570352754657154,38675,80.3568196509373,19.643180349062703,16988,100,0,2017,NC,chatham,chatham_NC,0.11,7490,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.669,NA,0.331,4278000,3.35,0.185,2610,0.69,0.32,27207,35.6,-79.36,53297,2153,3446,13067,9735,4145,11711,9040,71472,62556,8916,71472,67075,4397,28929,4623,5840,4418,4865,4265,1939,2979,70801,15138,13992,1146,38675,31078,7597,16988,16988,0,71472,57487,9325,0,988,0,2014,1658
0500000US37039,27201,4506,100,0,13707,81.09724958050631,18.90275041949369,8988,99.56608811748998,0.43391188251001334,2017,NC,cherokee,cherokee_NC,0.128,3520,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.771,NA,0.229,1780000,2.96,0.224,1080,0.87,0.13,28901,35.19,-83.82,21722,1063,1665,8066,4360,2770,2581,1217,27495,26294,1201,27495,27020,475,11326,2891,3177,1326,3122,398,399,13,27201,4506,4506,0,13707,11116,2591,8988,8949,39,null,null,null,null,null,null,null,null
0500000US37045,97057,23157,96.43304400397288,3.566955996027119,56324,84.3050919679,15.694908032099994,17576,100,0,2017,NC,cleveland,cleveland_NC,0.165,16040,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.831,NA,0.169,7085000,2.59,0.222,4770,0.84,0.16,28017,35.24,-81.66,66378,2738,6774,23166,15680,6383,7417,4220,97334,93864,3470,97334,95944,1390,39609,10576,10425,6424,7892,2723,1005,564,97057,23157,22331,826,56324,47484,8840,17576,17576,0,97334,73241,20114,36,922,0,1249,1772
0500000US37047,52968,12660,92.35387045813586,7.646129541864139,29649,80.42429761543391,19.57570238456609,10659,100,0,2017,NC,columbus,columbus_NC,0.185,10470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.785,NA,0.215,4868000,2.72,0.244,3030,0.77,0.23,28423,34.31,-78.4,39628,1618,5479,12889,9646,4810,3343,1843,55936,54339,1597,55936,54901,1035,22849,6193,5435,3516,4288,2627,331,459,52968,12660,11692,968,29649,23845,5804,10659,10659,0,55936,34098,18705,1967,309,0,541,316
0500000US37049,94954,24417,88.52029323831758,11.479706761682435,51682,85.72423667814712,14.27576332185287,18855,98.76955714664545,1.2304428533545477,2017,NC,craven,craven_NC,0.151,15610,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.691,NA,0.309,8325000,3.13,0.214,4950,0.71,0.29,28519,35.12,-77.02,66794,3503,5196,14550,17291,7482,12467,6305,102578,95205,7373,102578,98965,3613,39866,6302,9284,7495,8982,4240,2300,1263,94954,24417,21614,2803,51682,44304,7378,18855,18623,232,102578,70711,23171,123,3300,0,3717,1556
0500000US37051,303139,86245,96.0368717027074,3.9631282972925965,178686,85.14545067884445,14.854549321155547,38208,99.77491624790619,0.22508375209380235,2017,NC,cumberland,cumberland_NC,0.188,62510,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.789,NA,0.211,31007000,2.91,0.22,18320,0.7,0.3,28301,35.05,-78.87,205965,6039,13235,55872,60178,21363,33514,15764,332546,293990,38556,332546,323841,8705,127702,27662,30208,24750,27314,11509,3853,2406,303139,86245,82827,3418,178686,152143,26543,38208,38122,86,332546,163947,123864,3772,9055,1429,9399,21080
0500000US37053,25944,5916,85.95334685598377,14.046653144016227,15374,79.94666319760636,20.053336802393652,4654,100,0,2017,NC,currituck,currituck_NC,0.101,2560,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.622,NA,0.378,1555000,3.56,0.172,960,0.64,0.37,27916,36.32,-75.9,18378,730,1740,5622,5517,1103,2753,913,26331,25240,1091,26331,26135,196,9872,1485,1314,1855,2714,1476,541,487,25944,5916,5085,831,15374,12291,3083,4654,4654,0,26331,22377,1733,0,109,52,786,1274
0500000US37055,35954,7478,92.6584648301685,7.341535169831507,20959,85.34758337706951,14.652416622930483,7517,100,0,2017,NC,dare,dare_NC,0.114,4030,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.718,NA,0.282,2540000,3.69,0.191,1310,0.86,0.14,27915,35.34,-75.5,27377,733,872,7842,6586,2404,5726,3214,36099,33473,2626,36099,34771,1328,16179,1507,3841,3457,3975,2139,495,765,35954,7478,6929,549,20959,17888,3071,7517,7517,0,null,null,null,null,null,null,null,null
0500000US37057,163769,38139,95.1178583602087,4.88214163979129,97089,83.35959789471515,16.640402105284842,28541,100,0,2017,NC,davidson,davidson_NC,0.13,21320,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.761,NA,0.239,9619000,2.64,0.202,7500,0.75,0.25,27239,35.63,-80.11,117271,5384,13629,36503,27286,14232,14270,5967,165466,153594,11872,165466,160878,4588,66295,12082,16185,12793,15411,6582,1730,1512,163769,38139,36277,1862,97089,80933,16156,28541,28541,0,165466,143274,12465,1420,2159,0,878,5270
0500000US37059,42152,9929,95.02467519387653,4.975324806123477,23951,86.74376852741013,13.256231472589871,8272,100,0,2017,NC,davie,davie_NC,0.114,4770,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.652,NA,0.348,2461000,3.02,0.197,1790,0.69,0.31,27006,35.93,-80.4,29830,1197,1658,10600,5056,3309,4688,3322,42456,39542,2914,42456,40842,1614,17547,2866,3392,2590,4663,2363,970,703,42152,9929,9435,494,23951,20776,3175,8272,8272,0,42456,37775,2773,114,57,0,1038,699
0500000US37061,58655,15158,88.17785987597308,11.822140124026918,33305,80.38732922984538,19.61267077015463,10192,98.48901098901099,1.510989010989011,2017,NC,duplin,duplin_NC,0.158,9390,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.991,NA,0.009,4425000,2.76,0.241,3530,0.88,0.12,28325,35.15,-78.1,38969,4910,3371,13397,8415,3833,3598,1445,59039,45689,13350,59039,53615,5424,21403,5510,5761,4056,3514,1878,684,0,58655,15158,13366,1792,33305,26773,6532,10192,10038,154,null,null,null,null,null,null,null,null
0500000US37063,306457,70412,93.17303868658752,6.826961313412487,198339,83.47274111495973,16.527258885040258,37706,98.40874131437968,1.5912586856203257,2017,NC,durham,durham_NC,0.165,49600,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.675,NA,0.325,26985000,3.19,0.191,12460,0.62,0.38,27503,36.17,-78.88,215089,12158,14773,37073,35252,11627,55779,48427,311640,269095,42545,311640,279119,32521,126123,17100,27321,18709,26438,19432,8725,8398,306457,70412,65605,4807,198339,165559,32780,37706,37106,600,311640,163126,112143,606,14634,230,11001,9900
0500000US37065,52205,12455,100,0,30012,86.28548580567774,13.714514194322271,9738,99.03470938591087,0.9652906140891353,2017,NC,edgecombe,edgecombe_NC,0.241,13000,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.931,NA,0.069,6099000,2.75,0.264,3300,0.81,0.19,27801,35.95,-77.81,36367,1992,5068,14214,7187,2676,3446,1784,52747,52389,358,52747,52628,119,20835,6886,4869,3591,3338,1670,368,113,52205,12455,12455,0,30012,25896,4116,9738,9644,94,null,null,null,null,null,null,null,null
0500000US37067,373325,93449,95.77951609969074,4.22048390030926,222990,84.31185254944168,15.68814745055832,56886,99.9753893752417,0.02461062475828851,2017,NC,forsyth,forsyth_NC,0.155,57080,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,NA,0.26,28905000,2.97,0.209,18130,0.71,0.29,27009,36.25,-80.06,252493,10434,16120,64455,55274,20239,55172,30799,376320,327492,48828,376320,354485,21835,144681,28562,30857,23057,31326,17025,6393,7461,373325,93449,89505,3944,222990,188007,34983,56886,56872,14,376320,252635,98124,1329,9695,429,5759,8349
0500000US37069,65349,15542,90.05276026251448,9.947239737485523,39629,83.80478942188802,16.195210578111986,10178,98.05462762821773,1.9453723717822755,2017,NC,franklin,franklin_NC,0.148,9470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.792,NA,0.208,4693000,2.9,0.201,2910,0.82,0.18,27508,35.95,-78.25,45458,2103,4304,14546,10309,4664,6726,2806,66168,60599,5569,66168,62885,3283,24413,5390,3272,3914,6477,3843,951,566,65349,15542,13996,1546,39629,33211,6418,10178,9980,198,66168,45335,15540,240,369,559,2672,1453
0500000US37071,218346,52523,96.4168078746454,3.583192125354607,131811,85.18636532611087,14.813634673889128,34012,99.74126778783958,0.258732212160414,2017,NC,gaston,gaston_NC,0.147,31370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.771,NA,0.229,14756000,2.76,0.21,10360,0.77,0.24,28006,35.38,-81.1,152050,7122,15357,47780,34531,15862,21750,9648,220182,204541,15641,220182,213544,6638,84200,17225,16097,15733,19736,9473,3880,2056,218346,52523,50641,1882,131811,112285,19526,34012,33924,88,220182,171805,36108,702,3406,401,2588,5172
0500000US37077,57051,13073,97.4527652413371,2.547234758662893,34352,90.9786911970191,9.021308802980904,9626,100,0,2017,NC,granville,granville_NC,0.146,8530,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.717,NA,0.283,4232000,2.91,0.181,2220,0.71,0.29,27507,36.5,-78.55,40928,3217,2672,13733,8290,4165,6323,2528,59557,54817,4740,59557,58865,692,21867,3623,4715,4013,4980,3111,866,559,57051,13073,12740,333,34352,31253,3099,9626,9626,0,59557,36132,20003,186,105,0,1345,1786
0500000US37079,18539,5290,94.53686200378073,5.463137996219282,10658,72.09607806342653,27.903921936573468,2591,100,0,2017,NC,greene,greene_NC,0.178,3750,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.775,NA,0.225,1878000,2.93,0.236,1060,0.74,0.26,27888,35.59,-77.69,14521,1418,1928,4380,3629,1513,1226,427,20854,16355,4499,20854,19402,1452,7197,2452,1605,1150,1214,722,0,54,18539,5290,5001,289,10658,7684,2974,2591,2591,0,null,null,null,null,null,null,null,null
0500000US37081,522993,127546,96.25938876954197,3.7406112304580312,319060,86.46524164733907,13.534758352660942,76387,98.82309817115478,1.1769018288452222,2017,NC,guilford,guilford_NC,0.171,88370,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.734,NA,0.266,45350000,3.01,0.204,23850,0.69,0.31,27214,36.2,-79.69,353213,12020,24057,83156,74500,33528,82341,43611,526953,484497,42456,526953,497351,29602,203199,33764,44372,35292,46562,24019,10196,8994,522993,127546,122775,4771,319060,275876,43184,76387,75488,899,526953,294026,181326,2831,27306,218,9329,11917
0500000US37083,49817,11713,90.74532570647999,9.25467429352002,28106,81.313598519889,18.68640148011101,9998,99.56991398279655,0.4300860172034407,2017,NC,halifax,halifax_NC,0.238,12440,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.883,NA,0.117,5889000,2.77,0.264,2990,0.8,0.2,27823,36.17,-77.66,36449,2637,5091,14717,6704,1721,4178,1401,51310,49794,1516,51310,51086,224,20889,6698,5048,4636,2556,1215,672,64,49817,11713,10629,1084,28106,22854,5252,9998,9955,43,51310,20465,27560,1847,0,0,335,1103
0500000US37085,127141,38274,94.96525056173904,5.0347494382609606,72922,83.59342859493705,16.406571405062945,15945,99.18469739730324,0.8153026026967701,2017,NC,harnett,harnett_NC,0.15,19350,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.781,NA,0.219,10143000,3.07,0.207,7210,0.75,0.25,27501,35.51,-78.73,85093,3587,7341,24573,21483,9509,12734,5866,132754,115568,17186,132754,128059,4695,46661,9041,8690,9728,10720,5500,1639,1343,127141,38274,36347,1927,72922,60958,11964,15945,15815,130,132754,90318,28285,1480,1304,260,7546,3561
0500000US37087,60657,11536,98.00624133148405,1.9937586685159503,34799,82.41041409235898,17.589585907641027,14322,99.49727691663176,0.5027230833682447,2017,NC,haywood,haywood_NC,0.126,7550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.676,NA,0.324,3835000,2.98,0.222,2440,0.77,0.23,28716,35.54,-82.84,46452,1309,4824,11708,11253,6209,6395,4754,61084,58689,2395,61084,59938,1146,26021,4803,6295,4249,6596,2710,645,723,60657,11536,11306,230,34799,28678,6121,14322,14250,72,61084,58082,607,327,432,0,1032,604
0500000US37089,114621,23546,92.28743735666355,7.712562643336447,63175,80.94182825484765,19.058171745152354,27900,99.65232974910394,0.34767025089605735,2017,NC,henderson,henderson_NC,0.106,11840,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.739,NA,0.261,5800000,2.87,0.182,3980,0.76,0.24,28710,35.45,-82.28,85774,2816,4893,18533,21169,9020,19625,9718,115708,103846,11862,115708,112106,3602,47920,7101,11003,9427,11086,6098,1739,1466,114621,23546,21730,1816,63175,51135,12040,27900,27803,97,115708,104744,4264,270,1557,0,2333,2540
0500000US37091,22159,5315,97.30950141110067,2.6904985888993416,12459,83.85103138293603,16.148968617063968,4385,99.4526795895097,0.5473204104903079,2017,NC,hertford,hertford_NC,0.223,5410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.781,NA,0.219,2537000,2.75,0.246,1150,0.77,0.23,27818,36.49,-77.01,16100,1119,1733,5671,3131,1540,1608,1298,23906,22968,938,23906,23329,577,8564,2453,1588,2047,1598,715,33,130,22159,5315,5172,143,12459,10447,2012,4385,4361,24,23906,8636,14379,216,164,0,58,453
0500000US37093,50213,15917,93.3341710121254,6.665828987874598,28845,81.8408736349454,18.1591263650546,5451,100,0,2017,NC,hoke,hoke_NC,0.177,9290,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.845,NA,0.155,4508000,2.84,0.224,3340,0.78,0.22,28376,34.97,-79.22,33430,1177,3517,9890,7918,3658,5029,2241,54116,46868,7248,54116,51875,2241,15604,2701,2732,3514,4024,1718,723,192,50213,15917,14856,1061,28845,23607,5238,5451,5451,0,54116,26112,17774,3897,431,0,1821,4081
0500000US37097,174666,43578,97.14534857037955,2.854651429620451,103666,87.21663804911928,12.783361950880712,27422,99.6900299029976,0.30997009700240685,2017,NC,iredell,iredell_NC,0.122,20670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.659,NA,0.341,10650000,3.02,0.189,7600,0.64,0.36,28010,35.72,-80.9,120071,5328,6232,35598,27092,12903,23758,9160,175711,162235,13476,175711,169600,6111,65662,9780,14416,10572,14526,8579,3592,4197,174666,43578,42334,1244,103666,90414,13252,27422,27337,85,175711,143244,22076,316,3468,0,2560,4047
0500000US37099,42734,9264,88.50388601036269,11.496113989637307,25144,78.94925230671333,21.05074769328667,8326,99.57963007446553,0.4203699255344704,2017,NC,jackson,jackson_NC,0.147,6150,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.64,NA,0.36,3105000,2.96,0.228,1640,0.65,0.35,28707,35.42,-83.08,26645,888,1556,7456,5612,2455,4935,3743,42973,41976,997,42973,42757,216,14948,3692,2608,2285,3626,1455,362,920,42734,9264,8199,1065,25144,19851,5293,8326,8291,35,42973,35680,1557,4235,337,0,37,1127
0500000US37101,195215,52797,92.16053942458852,7.839460575411482,117371,80.85131761678778,19.148682383212208,25047,98.878109154789,1.1218908452110032,2017,NC,johnston,johnston_NC,0.122,22700,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.751,NA,0.249,12223000,3.16,0.191,9320,0.7,0.3,27504,35.37,-78.54,131290,6685,11130,37293,31164,16033,21042,7943,196708,169729,26979,196708,184019,12689,69048,10544,12734,12097,17012,9319,3892,3450,195215,52797,48658,4139,117371,94896,22475,25047,24766,281,196708,153046,30735,1894,669,0,4738,5626
0500000US37105,59366,15507,94.64112981234281,5.358870187657187,34819,81.44978316436429,18.550216835635716,9040,100,0,2017,NC,lee,lee_NC,0.135,8100,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.783,NA,0.217,3747000,2.71,0.206,3090,0.7,0.3,27237,35.54,-79.23,40603,3353,3223,10600,9541,4166,5730,3990,60430,48798,11632,60430,56814,3616,22578,3286,4467,5258,5076,2285,1697,509,59366,15507,14676,831,34819,28360,6459,9040,9040,0,60430,44543,11413,1453,220,0,1452,1349
0500000US37107,55568,12255,97.98449612403101,2.0155038759689923,32733,82.2625484984572,17.737451501542786,10580,100,0,2017,NC,lenoir,lenoir_NC,0.194,11220,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.872,NA,0.128,4799000,2.51,0.233,3050,0.74,0.27,28501,35.27,-77.59,40037,3523,5233,15261,8002,3879,3127,1012,56883,52317,4566,56883,56279,604,23732,6694,5805,4143,4021,2289,317,463,55568,12255,12008,247,32733,26927,5806,10580,10580,0,56883,31252,22066,250,78,0,1164,2073
0500000US37109,81790,18785,91.24833643864785,8.751663561352142,48674,83.90721946008136,16.092780539918643,14331,100,0,2017,NC,lincoln,lincoln_NC,0.118,9470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.746,NA,0.254,4369000,2.7,0.198,3470,0.72,0.28,28033,35.42,-81.3,58501,1997,5580,17973,13737,6440,8604,4170,82403,76564,5839,82403,80135,2268,33244,5560,7358,5408,7989,4035,1353,1541,81790,18785,17141,1644,48674,40841,7833,14331,14331,0,82403,72383,4157,33,205,69,3565,1991
0500000US37111,44326,9275,100,0,26155,85.31447142037851,14.685528579621487,8896,100,0,2017,NC,mcdowell,mcdowell_NC,0.135,6090,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.793,NA,0.207,3008000,2.89,0.222,2080,0.8,0.2,28737,35.6,-81.97,33298,1878,3213,10991,6866,3942,4644,1764,45159,43479,1680,45159,44133,1026,17532,3002,4931,3288,4043,1690,255,323,44326,9275,9275,0,26155,22314,3841,8896,8896,0,null,null,null,null,null,null,null,null
0500000US37113,34559,6397,96.04502110364234,3.9549788963576678,18652,83.84623632854385,16.153763671456144,9510,98.8222923238696,1.177707676130389,2017,NC,macon,macon_NC,0.127,4350,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.733,NA,0.267,2181000,2.94,0.229,1470,0.79,0.21,28734,35.18,-83.38,26538,1119,1917,8580,6415,2173,4316,2018,34732,32208,2524,34732,33316,1416,15868,3314,4289,3112,2968,1551,197,437,34559,6397,6144,253,18652,15639,3013,9510,9398,112,null,null,null,null,null,null,null,null
0500000US37115,21501,4033,90.32977932060501,9.670220679394992,12427,82.46559909873662,17.53440090126338,5041,100,0,2017,NC,madison,madison_NC,0.131,2800,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.704,NA,0.296,1438000,3.01,0.216,840,0.82,0.18,28743,35.89,-82.82,16094,719,1117,4549,3421,1394,2731,2163,21746,21288,458,21746,21545,201,8311,1896,2272,1348,1477,845,393,80,21501,4033,3643,390,12427,10248,2179,5041,5041,0,null,null,null,null,null,null,null,null
0500000US37117,22666,4398,99.49977262391997,0.5002273760800363,13837,84.15841584158416,15.841584158415841,4431,100,0,2017,NC,martin,martin_NC,0.191,4450,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.879,NA,0.121,2075000,2.73,0.222,1080,0.8,0.2,27825,35.83,-77.17,16632,1046,2408,5939,3196,1676,1510,857,22789,22320,469,22789,22159,630,9295,2869,2294,1555,1705,347,205,320,22666,4398,4376,22,13837,11645,2192,4431,4431,0,null,null,null,null,null,null,null,null
0500000US37119,1071941,270265,94.4765322923797,5.5234677076202985,685915,84.36336863897131,15.6366313610287,115761,99.029033957896,0.9709660421039901,2017,NC,mecklenburg,mecklenburg_NC,0.149,153830,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.68,NA,0.32,85853000,3.27,0.179,45040,0.63,0.37,28031,35.48,-80.86,722837,33444,32551,125278,143684,54822,220566,112492,1076837,933437,143400,1076837,965188,111649,410770,50284,74240,65910,92948,61805,28953,36630,1071941,270265,255337,14928,685915,578661,107254,115761,114637,1124,1076837,577573,337103,4440,61859,440,62738,32684
