geo_id,total,less_20,twenty_39,forty_59,sixty_99,hun_149,hunfifty_199,twohun_more,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US18061,14815,0.09973381913893811,0.16479544258818601,0.10169295766016898,0.18511580957583626,0.06765862102390276,0.034079897997225085,0.02191501462121025,2017,IN,harrison,harrison_IN,0.11,4330,1.3,SNAP,1.85,Other Nutrition Program,0.517,0.125,0.358,1912000,2.59,0.156,1400,0.65,0.35,47107,38.36,-86.06,28164,647,1895,12248,7216,2229,2440,1489,39898,39092,806,39898,39801,97,14815,2189,3617,2232,4063,1485,748,481,39577,10300,10139,161,22414,21151,1263,6863,6863,0,39898,37832,265,0,89,0,1133,579
0500000US18063,58285,0.012266195968935615,0.02304584790995847,0.03346048705996908,0.04490834790066756,0.033866710972547225,0.014176625818669046,0.009846514402709295,2017,IN,hendricks,hendricks_IN,0.09,14290,1.3,SNAP,1.85,Other Nutrition Program,0.303,0.156,0.541,6893000,2.83,0.125,5110,0.48,0.53,46103,39.68,-86.61,108075,2158,3412,29660,23348,10981,24997,13519,163685,157298,6387,163685,160804,2881,58285,4167,7829,11367,15256,11505,4816,3345,160978,43804,42172,1632,95886,88998,6888,21288,21288,0,163685,142905,10915,0,4405,0,1670,3790
0500000US18065,18277,0.05771613039126396,0.14030887092523558,0.12112005371527697,0.14713422244453445,0.05463274790666842,0.019009202696292853,0.007214516298907995,2017,IN,henry,henry_IN,0.132,6440,1.3,SNAP,1.85,Other Nutrition Program,0.549,0.134,0.317,2794000,2.54,0.193,1960,0.73,0.27,46148,39.79,-85.52,34841,820,2622,15240,6713,3332,4027,2087,48476,47577,899,48476,48288,188,18277,1928,4687,4046,4915,1825,635,241,45182,10523,10144,379,25863,24048,1815,8796,8796,0,48476,45924,1220,257,0,0,160,915
0500000US18067,34243,0.05686590818182635,0.06275888097031496,0.06307442365218772,0.05690002090419098,0.0339762714751644,0.015120464188119097,0.003334518611141888,2017,IN,howard,howard_IN,0.141,11660,1.3,SNAP,1.85,Other Nutrition Program,0.568,0.103,0.329,5337000,2.68,0.188,3540,0.72,0.28,46901,40.47,-86.13,56994,2202,3473,22317,11239,6119,8587,3057,82363,79572,2791,82363,81452,911,34243,6668,7359,7396,6672,3984,1773,391,81498,19600,18854,746,46551,42483,4068,15347,15347,0,82363,71818,7148,170,777,0,736,1714
0500000US18069,14669,0.0961057820914506,0.14462340129042275,0.1424391789701625,0.18579831566809452,0.08290750253923977,0.01626548536364009,0.013570062074808306,2017,IN,huntington,huntington_IN,0.114,4160,1.3,SNAP,1.85,Other Nutrition Program,0.501,0.172,0.326,1793000,2.53,0.167,1340,0.72,0.28,46702,40.85,-85.6,24824,882,1473,9786,5394,2618,3190,1481,36337,35455,882,36337,35956,381,14669,2068,3112,3065,3998,1784,350,292,35942,8311,8009,302,21573,19893,1680,6058,6058,0,null,null,null,null,null,null,null,null
0500000US18071,16110,0.09547951871849378,0.1691890906751034,0.10765527655345909,0.15246668909163838,0.06561808731944913,0.02203966291645619,0.008284139033283358,2017,IN,jackson,jackson_IN,0.118,5170,1.3,SNAP,1.85,Other Nutrition Program,0.581,0.118,0.301,2119000,2.4,0.166,1780,0.72,0.28,47220,38.88,-86.04,29636,1998,2746,12249,6262,1558,3206,1617,43884,40853,3031,43884,42570,1314,16110,2478,4391,2794,3957,1703,572,215,43221,11521,11209,312,24739,20823,3916,6961,6961,0,43884,40015,1003,495,456,0,1519,396
0500000US18073,12559,0.09021832905371098,0.17568165130557495,0.15222361774979626,0.24434394952424607,0.09053532950716743,0.027959439994860537,0.015279421856601789,2017,IN,jasper,jasper_IN,0.104,3490,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.237,0.346,1824000,3.06,0.157,1270,0.72,0.28,46310,41.16,-87.26,22531,42,2235,9769,5171,2138,2105,1071,33447,31437,2010,33447,33081,366,12559,1423,2771,2401,3854,1428,441,241,33101,8434,8170,264,18828,16992,1836,5839,5803,36,33447,31771,297,0,29,0,1009,341
0500000US18075,8595,0.16446917573531428,0.2932018392120911,0.27993601269187646,0.2793945503849289,0.12142292233298511,0.02504263169632357,0,2017,IN,jay,jay_IN,0.131,2770,1.3,SNAP,1.85,Other Nutrition Program,0.662,0.128,0.21,1346000,2.85,0.191,1040,0.82,0.18,47326,40.53,-84.96,13849,715,1188,6315,2661,1180,1182,608,20945,19963,982,20945,20678,267,8595,1215,2166,2068,2064,897,185,0,20747,5409,4978,431,11801,10642,1159,3537,3537,0,null,null,null,null,null,null,null,null
0500000US18077,12588,0.1406684169377042,0.1560037356078981,0.17001377982511223,0.19519399443172686,0.08854095512050203,0.016155726664895596,0.02783076351257405,2017,IN,jefferson,jefferson_IN,0.124,4010,1.3,SNAP,1.85,Other Nutrition Program,0.542,0.12,0.338,1672000,2.44,0.179,1190,0.72,0.28,47224,38.86,-85.3,22625,473,973,10582,4231,1878,2862,1626,32089,31874,215,32089,31972,117,12588,2229,2472,2694,3093,1403,256,441,30325,6638,6608,30,18340,16516,1824,5347,5347,0,null,null,null,null,null,null,null,null
0500000US18079,10444,0.1831731262177621,0.22937895985827864,0.1415512046447571,0.22653693437642147,0.14916049867682626,0.027686828887769844,0,2017,IN,jennings,jennings_IN,0.123,3430,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.217,0.25,1486000,2.54,0.177,1180,0.77,0.23,47223,39.12,-85.49,19805,745,1085,9249,3964,1594,2090,1078,27626,26764,862,27626,27297,329,10444,1998,2502,1544,2471,1627,302,0,27382,5735,5407,328,16718,14295,2423,4929,4610,319,null,null,null,null,null,null,null,null
0500000US18081,58648,0.019726200316350456,0.024433159537009468,0.02948318311099631,0.037379477887592896,0.03739110718770571,0.011826998214725668,0.010268671999609406,2017,IN,johnson,johnson_IN,0.105,15680,1.3,SNAP,1.85,Other Nutrition Program,0.454,0.157,0.389,7321000,2.74,0.148,5600,0.65,0.35,46106,39.51,-86.16,103353,1530,5773,29643,22436,8631,23079,12261,153897,148275,5622,153897,150638,3259,58648,6785,8404,10141,12857,12861,4068,3532,151796,39572,37259,2313,90777,84081,6696,21447,21367,80,153897,141456,4189,209,4720,0,1198,2125
0500000US18083,15156,0.14549137635782372,0.14444655498362033,0.11954497889843926,0.14640559506025172,0.048366522780832484,0.04605920891279997,0.009490460815680902,2017,IN,knox,knox_IN,0.138,5200,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.132,0.309,2524000,2.84,0.183,1470,0.75,0.25,47512,38.77,-87.3,24527,915,2843,8749,4055,3666,2443,1856,37508,36742,766,37508,37361,147,15156,3342,3318,2746,3363,1111,1058,218,36619,8191,7938,253,22259,20327,1932,6169,6160,9,37508,35204,1087,0,375,0,108,734
0500000US18085,30000,0.03944444444444444,0.06203333333333333,0.05645555555555556,0.09763333333333332,0.05061111111111111,0.012911111111111113,0.014244444444444445,2017,IN,kosciusko,kosciusko_IN,0.1,7850,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.209,0.287,3673000,2.74,0.153,2950,0.71,0.29,46502,41.26,-85.97,53040,2462,4145,17951,10316,4924,9246,3996,79206,72881,6325,79206,76426,2780,30000,3550,5583,5081,8787,4555,1162,1282,78478,19920,17520,2400,46187,39339,6848,12371,12302,69,79206,74913,355,73,1141,60,1104,1560
0500000US18087,12271,0.08759612271535414,0.14982323945855874,0.12737631794393425,0.30814708824809955,0.07949397944676187,0.03792068693742777,0.024572073847370004,2017,IN,lagrange,lagrange_IN,0.092,3560,1.3,SNAP,1.85,Other Nutrition Program,0.518,0.373,0.109,2055000,3.38,0.144,1850,1,0,46565,41.67,-85.57,22748,7637,1967,6956,3961,849,1098,280,39303,37681,1622,39303,38969,334,12271,1319,2256,1918,4640,1197,571,370,39170,13456,5236,8220,20618,11646,8972,5096,4514,582,null,null,null,null,null,null,null,null
0500000US33013,58220,0.016184951452816235,0.02801536620414563,0.02889158395505457,0.04787335166329731,0.02875292323353026,0.011706505170392784,0.010337599323854921,2017,NH,merrimack,merrimack_NH,0.086,12780,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.499,NA,0.501,7918000,3.63,0.111,3250,0.56,0.44,03046,43.1,-71.59,107044,2067,5024,32519,19375,10795,22447,14817,149216,145964,3252,149216,145709,3507,58220,5486,9496,9793,16227,9746,3968,3504,145848,31019,29903,1116,89469,80191,9278,25360,25343,17,149216,140437,2340,405,2970,0,282,2782
0500000US33015,120096,0.007200280498578311,0.010638527103532558,0.009197084334486403,0.019387023909604884,0.016853579042796493,0.00899463061223461,0.010995594456134176,2017,NH,rockingham,rockingham_NH,0.071,21530,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.402,NA,0.598,12808000,3.49,0.101,6210,0.42,0.58,03032,43,-71.34,222644,2841,8688,55469,40951,20874,58136,35685,306363,297289,9074,306363,300246,6117,120096,10385,15344,13265,27962,24308,12973,15859,304036,63547,62269,1278,188927,177192,11735,51562,51267,295,306363,291639,2599,491,5998,0,957,4679
0500000US33017,48988,0.02721032712470285,0.03036889189660557,0.03051473591641638,0.052937212219330024,0.038461151510108316,0.017317935609535227,0.007321369794502742,2017,NH,strafford,strafford_NH,0.096,12090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.533,NA,0.467,7343000,3.56,0.113,2760,0.63,0.37,03815,43.26,-71.11,84295,1597,5639,24720,15737,8817,16797,10988,128613,125513,3100,128613,123402,5211,48988,6530,7288,7323,12704,9230,4156,1757,126813,26610,26008,602,81651,75265,6386,18552,18403,149,128613,119382,1347,22,4398,0,235,3229
0500000US33019,17492,0.06507172544827784,0.13279076870735954,0.08595612151128615,0.150374188240847,0.08896295161738438,0.024283421400336735,0.024250738464400883,2017,NH,sullivan,sullivan_NH,0.09,3890,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.605,NA,0.395,2189000,3.3,0.121,1020,0.68,0.32,03280,43.17,-72.09,32029,1027,2065,12878,5834,1879,5375,2971,43077,42396,681,43077,42296,781,17492,1991,4063,2630,4601,2722,743,742,42587,8824,8514,310,25086,23029,2057,8677,8285,392,null,null,null,null,null,null,null,null
0500000US34001,97618,0.019188240516361088,0.019184042924779713,0.011843504646849945,0.021553583372465976,0.017667662966007944,0.006739233283897779,0.0062638560373070445,2017,NJ,atlantic,atlantic_NJ,0.127,34780,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.734,NA,0.266,19928000,3.36,0.179,10690,0.78,0.22,08037,39.65,-74.77,185547,8920,15035,59557,35685,13722,33090,19538,269918,218578,51340,269918,248271,21647,97618,18285,18281,11286,20539,16836,6422,5969,267285,62304,58994,3310,159523,139780,19743,45458,45158,300,269918,174454,38933,1934,23250,125,22087,9135
0500000US34003,338516,0.0029597772685989628,0.003225761910952049,0.00314329619998628,0.006234058687801773,0.005530176756955317,0.0032440876244999983,0.005203542729288781,2017,NJ,bergen,bergen_NJ,0.072,67490,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.597,NA,0.403,43296000,3.76,0.106,21370,0.56,0.44,07075,40.85,-74.08,669205,25181,25528,159491,92944,38655,201746,125660,948406,759353,189053,948406,839811,108595,338516,33917,36965,36020,71438,63372,37175,59629,941940,213115,202471,10644,573479,512266,61213,155346,153442,1904,948406,681675,57359,1325,161307,744,21817,24179
0500000US34005,164248,0.004960447363263239,0.00699807844649878,0.008579031069747752,0.014813136865246266,0.012344774961796118,0.006142177014592128,0.007045896239792832,2017,NJ,burlington,burlington_NJ,0.093,41680,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.47,NA,0.53,23015000,3.24,0.114,10960,0.56,0.44,08010,40.06,-74.92,316357,7898,13228,89418,57989,29684,74803,43337,448596,412313,36283,448596,431992,16604,164248,13382,18879,23144,39962,33303,16570,19008,434346,98542,96133,2409,263359,246538,16821,72445,71875,570,448596,324376,78368,151,22557,304,6606,16234
0500000US34007,190616,0.008275890284376988,0.00865486936391098,0.007324176662715012,0.011452764296766865,0.008550560670270178,0.004022627615445762,0.004180604370458478,2017,NJ,camden,camden_NJ,0.118,60130,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.686,NA,0.314,34620000,3.37,0.146,17200,0.76,0.24,08002,39.9,-74.99,350713,14087,24926,102817,68819,25461,70019,44584,510719,423937,86782,510719,486239,24480,190616,30070,31447,26612,41613,31068,14616,15190,505832,122494,119497,2997,307417,279528,27889,75921,75440,481,510719,330346,96908,1394,29625,622,34974,16850
0500000US34009,39526,0.0326376799502071,0.0398129769151379,0.03697742244996007,0.06670273833322381,0.04463918022607263,0.015125090747664126,0.017102937993126767,2017,NJ,cape may,cape may_NJ,0.119,11260,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.581,NA,0.419,6932000,3.61,0.176,2970,0.67,0.33,08202,39.09,-74.73,70447,1763,2650,22119,14340,5952,15074,8549,93553,86228,7325,93553,91758,1795,39526,5099,6220,5777,10421,6974,2363,2672,91357,17100,16702,398,51111,47356,3755,23146,23007,139,93553,85921,4270,41,654,0,842,1825
0500000US34011,50696,0.0385084627508204,0.040049268171586785,0.03070327165471595,0.041411091144486364,0.031010654554313285,0.00887908578330526,0.006692387181106506,2017,NJ,cumberland,cumberland_NJ,0.129,20030,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.821,NA,0.179,9975000,2.92,0.179,6610,0.86,0.14,08302,39.42,-75.22,103147,8965,11476,37596,20237,6237,12401,6235,152538,105627,46911,152538,141385,11153,50696,9897,10293,7891,10643,7970,2282,1720,141731,37921,35531,2390,82510,70309,12201,21300,21300,0,152538,107450,31131,1569,2386,199,6103,3700
0500000US34013,284928,0.006498450756923305,0.005879486163532103,0.005052968268675394,0.006232018833439689,0.004575410909754462,0.0024057706414972245,0.0044524802303107965,2017,NJ,essex,essex_NJ,0.163,130720,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.736,NA,0.264,89624000,4.02,0.158,30210,0.76,0.24,07003,40.81,-74.18,544496,40313,40125,149905,87213,33191,115159,78590,808285,620555,187730,808285,704421,103864,284928,52757,47732,41022,50594,37145,19531,36147,796581,201720,190576,11144,490438,418965,71473,104423,103073,1350,808285,345870,321415,775,44333,506,76091,19295
0500000US34015,105236,0.008215183487844255,0.01290518821809959,0.01191463465839799,0.0221416261052351,0.020472945176950183,0.010546641364917663,0.008828297313767122,2017,NJ,gloucester,gloucester_NJ,0.092,26860,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.524,NA,0.476,14414000,3.14,0.124,8180,0.57,0.44,08014,39.8,-75.34,201009,3655,8013,62840,38927,18348,44594,24632,292206,274074,18132,292206,288158,4048,105236,9098,14292,13195,24521,22673,11680,9777,291086,68393,66490,1903,178580,168228,10352,44113,43972,141,292206,238405,30397,125,9036,116,6267,7860
0500000US34017,251906,0.006313288022000461,0.006547306111778073,0.005144773452504844,0.007753326610813806,0.005822086415376343,0.0034273800906217374,0.004689186720149911,2017,NJ,hudson,hudson_NJ,0.107,72410,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.868,NA,0.132,39161000,3.17,0.153,21220,0.77,0.23,07002,40.66,-74.11,494883,40546,32077,125996,64258,21715,133883,76408,691643,393270,298373,691643,530111,161532,251906,40062,41547,32647,49200,36945,21749,29756,686491,145467,139521,5946,463136,384010,79126,77888,75804,2084,691643,375365,80772,2660,108481,70,97592,26703
0500000US34019,45967,0.01406554237678652,0.018746168692614872,0.01612426072601335,0.04471914869389496,0.045220813395085865,0.031874639269063663,0.046796797786562955,2017,NJ,hunterdon,hunterdon_NJ,0.056,7060,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.406,NA,0.594,4004000,3.32,0.094,2440,0.35,0.66,07830,40.71,-74.83,88422,2154,2054,18398,12641,6294,27036,19845,125059,116777,8282,125059,119880,5179,45967,2972,3961,3407,9449,9555,6735,9888,121362,25975,24860,1115,74096,70509,3587,21291,21229,62,125059,113585,3175,109,5235,0,1179,1776
0500000US34021,128757,0.010556529518003135,0.010033558768211197,0.010026320418733107,0.01574521970221335,0.012977757418423946,0.006429463923912657,0.011896830563029303,2017,NJ,mercer,mercer_NJ,0.106,39550,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.67,NA,0.33,21972000,3.26,0.123,9920,0.77,0.23,08520,40.26,-74.52,251909,13052,15026,60257,39372,13616,58509,52077,374733,308070,66663,374733,325926,48807,128757,17501,16634,16622,26103,21515,10659,19723,370498,87438,85242,2196,229325,201724,27601,53735,52854,881,374733,237298,78243,117,41449,94,7460,10072
0500000US34023,285446,0.00332783423847853,0.0041712374059808145,0.00467529107433528,0.007914145787720803,0.0067899355120629255,0.0037928596461715104,0.004361592224490135,2017,NJ,middlesex,middlesex_NJ,0.082,68400,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.616,NA,0.384,36209000,3.1,0.114,20860,0.67,0.33,07001,40.58,-74.27,581230,28127,29424,144474,82116,38358,153517,105214,842798,664294,178504,842798,710844,131954,285446,27115,33987,38094,64484,55324,30904,35538,834447,192685,185502,7183,522155,472653,49502,119607,116976,2631,842798,483880,87425,1857,211307,154,34796,23379
0500000US34025,235727,0.0036570122705340503,0.004901271058904327,0.0045499848056647,0.008377421298441542,0.007651993590035323,0.005413263574512288,0.007871007611650398,2017,NJ,monmouth,monmouth_NJ,0.08,49940,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.562,NA,0.438,29894000,3.51,0.113,15530,0.6,0.4,07701,40.34,-74.06,438551,12704,17576,101861,72845,33294,122077,78194,626351,557433,68918,626351,595902,30449,235727,20321,27235,25283,46551,42520,30080,43737,622435,142628,139331,3297,376076,347903,28173,103731,103142,589,626351,514895,43140,1312,35766,0,18106,13132
0500000US34027,180854,0.003278080132340232,0.005339950344287865,0.004883183722601957,0.01040474007310229,0.01151241441739148,0.0074143556509404,0.012460495604706068,2017,NJ,morris,morris_NJ,0.056,28070,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.512,NA,0.488,17704000,3.7,0.093,10150,0.48,0.53,07005,40.9,-74.4,349240,12463,9649,69730,49923,24044,105552,77879,499693,431540,68153,499693,459969,39724,180854,10722,17466,15972,34032,37655,24251,40756,495297,114877,113116,1761,299941,277872,22069,80479,80365,114,499693,406647,17476,1433,53060,110,10271,10696
0500000US34029,225847,0.00572373907338772,0.006932595902519719,0.006079181407350795,0.010852852333807984,0.007819535295155652,0.0034228724261783257,0.0034469868261107353,2017,NJ,ocean,ocean_NJ,0.09,53350,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.697,NA,0.303,30398000,3.34,0.152,21220,0.84,0.17,08005,39.75,-74.22,411601,10326,20809,136756,84339,33879,83413,42079,597943,541977,55966,597943,582334,15609,225847,29195,35361,31008,55357,39885,17459,17582,592333,148271,143629,4642,314108,284321,29787,129954,129802,152,597943,541143,18755,360,12338,112,16287,8948
0500000US34031,168397,0.009646813768181814,0.009733563153580729,0.008689044131013303,0.013293814352716699,0.008851963708469803,0.0049358989732870605,0.004232382616088541,2017,NJ,passaic,passaic_NJ,0.098,49950,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.872,NA,0.128,28466000,3.34,0.162,19980,0.79,0.21,07011,40.86,-74.15,339748,29814,24378,119375,53242,18187,64525,30227,512607,297996,214611,512607,431207,81400,168397,27356,27602,24640,37698,25102,13997,12002,509493,129629,123190,6439,308667,249739,58928,71197,69893,1304,512607,336747,56046,746,27549,64,80677,10778
0500000US34033,24801,0.07411928266366513,0.07342019752338488,0.051894878320337595,0.08540219167190896,0.06651063509038255,0.02806095237496951,0.023801410357448066,2017,NJ,salem,salem_NJ,0.127,8080,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.647,NA,0.353,5123000,3.72,0.181,2550,0.78,0.22,08001,39.56,-75.34,43960,1536,3235,15783,9040,4540,6487,3339,62792,57128,5664,62792,61531,1261,24801,4559,4516,3192,5253,4091,1726,1464,61710,14339,13231,1108,36472,33805,2667,10899,10899,0,62792,50757,8812,362,420,0,1005,1436
0500000US34035,114812,0.005658561527732364,0.008268979843448553,0.009309050610913507,0.015678440956380848,0.016835339512459663,0.011906572352561933,0.019441964718155926,2017,NJ,somerset,somerset_NJ,0.062,20750,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.481,NA,0.519,12780000,3.61,0.092,7000,0.45,0.55,07059,40.63,-74.51,233073,5223,5924,52772,33203,13557,65017,57377,335432,285798,49634,335432,301451,33981,114812,7459,10900,12271,20667,22192,15695,25628,332502,79177,77280,1897,203867,191214,12653,49458,48200,1258,335432,228114,32683,290,62387,119,5727,6112
0500000US34037,53396,0.01198471001008604,0.026438614005276136,0.02195267777381578,0.04440691057585582,0.04171675178810751,0.020462042200421998,0.020318239709812242,2017,NJ,sussex,sussex_NJ,0.067,9620,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.53,NA,0.47,6340000,3.86,0.112,3390,0.53,0.47,07416,41.11,-74.58,101761,1966,3277,32252,18238,8685,24414,12929,141682,130095,11587,141682,138243,3439,53396,3417,7538,6259,12661,11894,5834,5793,140386,29975,29252,723,87876,82392,5484,22535,22535,0,141682,129803,3756,143,3603,0,2885,1492
0500000US34039,190138,0.005688686342184852,0.00823429464750077,0.007231873209006268,0.010831628341613176,0.009473491127758873,0.00450868362236765,0.006624722254951239,2017,NJ,union,union_NJ,0.093,52090,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.755,NA,0.245,29757000,3.35,0.124,16350,0.76,0.24,07016,40.65,-74.3,383744,26890,21701,112965,65547,23101,79900,53640,563892,383558,180334,563892,494312,69580,190138,20566,29769,26145,39159,34249,16300,23950,559334,138824,133034,5790,343598,295586,48012,76912,76440,472,563892,310993,123985,1140,28984,432,86031,12327
0500000US34041,41366,0.026117000623645224,0.02815656947968733,0.03346879896433569,0.061134469349732073,0.04895549658184739,0.02369172533637452,0.02022036745531718,2017,NJ,warren,warren_NJ,0.087,9360,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.575,NA,0.425,5989000,3.75,0.128,2860,0.64,0.36,07820,40.91,-74.83,75495,2526,3965,22496,13722,7628,15683,9475,106798,96610,10188,106798,103072,3726,41366,4469,4818,5727,10461,8377,4054,3460,105986,22795,21887,908,65628,61228,4400,17563,17563,0,106798,94514,4523,0,2534,0,1568,3659
0500000US35001,264827,0.006651187587418969,0.00832713800014696,0.006530417636799555,0.007827233104194576,0.004956701054761198,0.0019343154074415447,0.0015335074603445241,2017,NM,bernalillo,bernalillo_NM,0.149,100350,1.65,SNAP,1.85,Other Nutrition Program,0.68,0.021,0.299,51705000,3.02,0.225,34380,0.67,0.33,87008,35.1,-106.37,465107,18254,26896,106829,110624,38506,88952,75046,676773,337854,338919,676773,641761,35012,264827,46647,58401,45800,54895,34763,13566,10755,670429,158688,154545,4143,406603,362449,44154,105138,104669,469,676773,521615,19273,33502,17249,627,59459,25048
0500000US35005,23002,0.09423691838669329,0.09801697929269786,0.09280049524241156,0.0897575462130779,0.037819509364575475,0.01345701682537618,0.008656339474750406,2017,NM,chaves,chaves_NM,0.148,9690,1.65,SNAP,1.85,Other Nutrition Program,0.799,0.033,0.169,4819000,2.91,0.246,4360,0.74,0.26,88201,33.37,-104.52,41055,5403,3600,12008,9390,3708,4413,2533,64866,28251,36615,64866,59166,5700,23002,4986,5186,4910,4749,2001,712,458,63772,17948,15766,2182,35875,29799,6076,9949,9920,29,64866,57382,941,339,20,0,3972,2212
0500000US35006,8754,0.35259184234535634,0.23788857460976487,0.18621338231932774,0.16546500965725827,0.0869082779430079,0.09434637380299507,0.01892147192452875,2017,NM,cibola,cibola_NM,0.198,5350,1.65,SNAP,1.85,Other Nutrition Program,0.753,0.037,0.21,2529000,2.77,0.304,1980,0.82,0.18,87005,35.14,-108.23,18360,558,2126,6582,3832,1466,2653,1143,28401,17735,10666,28401,27973,428,8754,2702,1823,1427,1268,666,723,145,27065,7032,6975,57,16094,14316,1778,3939,3920,19,28401,14304,488,12515,19,0,511,564
0500000US35009,18698,0.10199785247325799,0.14664694044598817,0.07336637453558799,0.12776904290466728,0.06392742576492755,0.00958196314597348,0.011526958650230783,2017,NM,curry,curry_NM,0.18,9040,1.65,SNAP,1.85,Other Nutrition Program,0.793,0.022,0.185,4881000,3.16,0.251,3390,0.79,0.21,88101,34.41,-103.2,30211,1294,3858,7101,8301,3133,4069,2455,49812,28776,21036,49812,46879,2933,18698,3566,5127,2565,4467,2235,335,403,47360,13866,13683,183,28027,23657,4370,5467,5443,24,49812,31669,2874,106,409,0,11162,3592
0500000US35015,21725,0.07000361512313269,0.12922277501089172,0.06313885383381822,0.09258952726637103,0.055998654591537425,0.03017104961723394,0.019174719033424662,2017,NM,eddy,eddy_NM,0.131,7410,1.65,SNAP,1.85,Other Nutrition Program,0.63,0.065,0.305,3970000,3.14,0.212,3170,0.68,0.32,88210,32.84,-104.43,37333,2235,4764,13164,8128,4051,3187,1804,56997,29038,27959,56997,54695,2302,21725,3304,6099,2980,4370,2643,1424,905,56394,15314,14108,1206,32958,28513,4445,8122,7896,226,56997,50737,1323,682,142,0,3019,1094
