geo_id,total,less_9th,nineth_to_12th,hs_grad,some_coll,assoc_deg,bach_deg,grad_or_prof,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US15001,142146,2.1470882050849127,4.681102528386307,29.80245662909966,23.300690838996523,9.336175481547142,20.929888987379172,9.802597329506282,2017,HI,hawaii,hawaii_HI,0.118,23190,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.712,NA,0.288,13652000,3.45,0.195,8420,0.58,0.43,96704,19.5,-155.9,142146,3052,6654,42363,33121,13271,29751,13934,200381,174889,25492,200381,185618,14763,68857,12542,10904,11820,16444,10620,3770,2757,198611,46424,45100,1324,112400,101873,10527,39787,39572,215,200381,69129,986,692,43878,23228,4422,58046
0500000US15003,685924,3.5432496894699703,4.1526466488998786,27.02296464331325,19.593861710626832,10.944944337856672,22.760393279721953,11.98193969011144,2017,HI,honolulu,honolulu_HI,0.105,103870,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.531,NA,0.469,61177000,3.45,0.158,33600,0.43,0.57,96701,21.38,-157.92,685924,24304,28484,185357,134399,75074,156119,82187,988650,890826,97824,988650,915395,73255,312625,33172,38700,42164,74623,59250,31635,33081,938337,219941,215953,3988,551174,524977,26197,167222,166599,623,988650,205761,21039,1338,427510,97078,13581,222343
0500000US15007,50706,5.510196032027768,4.224352147674831,30.866169684061056,17.676409103459157,12.933380665010057,18.974085906993253,9.815406460773874,2017,HI,kauai,kauai_HI,0.097,6930,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.61,NA,0.39,4034000,3.41,0.152,2400,0.47,0.53,96703,22.14,-159.31,50706,2794,2142,15651,8963,6558,9621,4977,72159,64198,7961,72159,66912,5247,22980,3073,2992,2858,4933,6076,1908,1140,71417,17186,17074,112,40357,38238,2119,13874,13766,108,72159,24028,428,353,24574,6561,619,15596
0500000US15009,118898,3.6527107268414944,4.50470150885633,31.222560514054067,23.49829265420781,10.141465794210164,18.074315800097562,8.905953001732577,2017,HI,maui,maui_HI,0.103,16910,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.585,NA,0.415,10672000,3.7,0.163,5940,0.47,0.53,96708,20.91,-156.32,118898,4343,5356,37123,27939,12058,21490,10589,166271,147430,18841,166271,155034,11237,53560,6512,6391,6549,14646,9384,5168,4910,164762,37391,35777,1614,98827,93167,5660,28544,28204,340,166271,58195,933,278,49637,18392,2854,35982
0500000US16001,307631,1.58566594393933,4.114994912736362,24.84990134284256,23.70632348495438,9.626468073763697,23.470326462547664,12.64631977921601,2017,ID,ada,ada_ID,0.12,52080,1.3,SNAP,1.85,Other Nutrition Program,0.398,0.138,0.464,29234000,3.29,0.143,15420,0.52,0.48,83616,43.79,-116.38,307631,4878,12659,76446,72928,29614,72202,38904,456849,419280,37569,456849,445521,11328,171009,24104,31174,29000,40972,26338,8920,10501,448422,117924,112925,4999,268535,237953,30582,61963,61775,188,456849,411580,5853,1774,11031,924,7176,18511
0500000US16005,53004,1.3187683948381255,5.224134027620557,27.9997736019923,25.80748622745453,10.118104294015547,20.96256886272734,8.569164591351596,2017,ID,bannock,bannock_ID,0.137,11510,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.146,0.321,5868000,2.99,0.167,3770,0.69,0.31,83201,42.9,-112.39,53004,699,2769,14841,13679,5363,11111,4542,85269,77840,7429,85269,83747,1522,31384,4758,7382,6234,7246,4261,969,534,84172,24476,23552,924,48166,42383,5783,11530,11530,0,85269,76541,442,3042,1530,165,1416,2133
0500000US16011,28283,5.741965138068805,5.646501431955592,32.70162288300392,24.718028497684124,8.680125870664357,13.414418555315914,9.097337623307288,2017,ID,bingham,bingham_ID,0.105,4740,1.3,SNAP,1.85,Other Nutrition Program,0.537,0.263,0.201,2313000,2.86,0.154,2210,0.74,0.26,83210,43.09,-112.84,28283,1624,1597,9249,6991,2455,3794,2573,45927,37649,8278,45927,44597,1330,15663,2657,3323,2714,4858,1417,552,142,45692,14984,13854,1130,24197,20137,4060,6511,6443,68,45927,38046,35,3238,65,0,3124,1419
0500000US16013,14883,6.524222267016058,4.515218705906068,18.28932338910166,23.899751394208156,4.246455687697373,28.354498421017265,14.170530135053417,2017,ID,blaine,blaine_ID,0.107,2300,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.159,0.337,1796000,4.58,0.171,850,0.59,0.41,83313,43.39,-114.24,14883,971,672,2722,3557,632,4220,2109,22963,16879,6084,22963,20844,2119,7688,1558,824,1484,1839,1187,294,502,22937,5489,5245,244,13797,11582,2215,3651,3651,0,null,null,null,null,null,null,null,null
0500000US16017,31824,1.9890648567119154,3.799019607843137,32.55404725992961,29.226370035193565,9.662518853695325,14.677601809954751,8.091377576671695,2017,ID,bonner,bonner_ID,0.14,5860,1.3,SNAP,1.85,Other Nutrition Program,0.48,0.16,0.36,3344000,3.34,0.18,1530,0.67,0.33,83804,48.04,-116.96,31824,633,1209,10360,9301,3075,4671,2575,43560,42200,1360,43560,42945,615,17644,3406,3755,3548,3950,2007,627,351,43298,9066,8598,468,24172,20054,4118,10060,10060,0,43560,41637,253,553,372,0,97,648
0500000US16019,69123,2.8340783820146696,4.753844595865341,24.155490936446625,28.521620878723436,8.39951969677242,23.08059546026648,8.254850049911028,2017,ID,bonneville,bonneville_ID,0.111,12260,1.3,SNAP,1.85,Other Nutrition Program,0.471,0.246,0.283,5993000,2.86,0.147,5070,0.71,0.29,83401,43.5,-111.89,69123,1959,3286,16697,19715,5806,15954,5706,114595,99569,15026,114595,110990,3605,41118,6041,8799,8170,10159,5188,1974,787,113619,36373,35685,688,62702,55605,7097,14544,14544,0,114595,101071,772,362,1310,324,7829,2927
0500000US16027,133313,6.029419486471687,8.256509117640439,33.043289101587995,27.187146039771065,7.360122418668846,13.278524975058698,4.844988860801272,2017,ID,canyon,canyon_ID,0.115,23870,1.3,SNAP,1.85,Other Nutrition Program,0.613,0.219,0.167,11777000,2.89,0.163,10020,0.78,0.22,83605,43.66,-116.63,133313,8038,11007,44051,36244,9812,17702,6459,216699,161826,54873,216699,206100,10599,72684,11003,19146,15222,17448,6355,1624,1886,215324,65816,63835,1981,120925,92850,28075,28583,28405,178,216699,180050,1292,1438,1139,439,23210,9131
0500000US16031,14779,9.845050409364639,7.767778604777048,31.429731375600518,27.80973002232898,7.72718045875905,12.287705528114216,3.1328236010555517,2017,ID,cassia,cassia_ID,0.097,2290,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.272,0.15,1124000,2.88,0.147,1120,0.74,0.26,83311,42.38,-113.6,14779,1455,1148,4645,4110,1142,1816,463,25098,18454,6644,25098,23029,2069,7857,1116,1635,1859,2040,724,297,186,24751,8851,8813,38,12711,10045,2666,3189,3189,0,null,null,null,null,null,null,null,null
0500000US16039,17096,2.848619560131025,4.556621431913898,36.312587739822185,28.94244267664951,9.692325690219935,13.523631258773982,4.123771642489471,2017,ID,elmore,elmore_ID,0.134,3520,1.3,SNAP,1.85,Other Nutrition Program,0.528,0.19,0.282,1831000,3.05,0.166,1130,0.65,0.35,83601,43.8,-115.15,17096,487,779,6208,4948,1657,2312,705,26597,20776,5821,26597,24584,2013,10441,1653,3089,1882,2663,760,334,60,24104,7168,6105,1063,13436,10218,3218,3500,3500,0,26597,22961,553,478,847,291,280,1187
0500000US16051,16360,4.0464547677261615,3.600244498777506,25.880195599022006,25.299511002444987,16.748166259168702,14.39486552567237,10.030562347188264,2017,ID,jefferson,jefferson_ID,0.097,2660,1.3,SNAP,1.85,Other Nutrition Program,0.473,0.322,0.205,1398000,3.08,0.138,1320,0.82,0.18,83425,43.98,-112.18,16360,662,589,4234,4139,2740,2355,1641,28446,25459,2987,28446,27481,965,8850,290,1573,2459,2700,1615,176,37,28427,10293,10156,137,14946,13488,1458,3188,3188,0,null,null,null,null,null,null,null,null
0500000US16053,14873,10.24675586633497,12.774826867477982,35.95105224231829,22.214751563235392,5.594029449337726,8.834801317824246,4.3837826934713915,2017,ID,jerome,jerome_ID,0.097,2240,1.3,SNAP,1.85,Other Nutrition Program,0.641,0.26,0.099,1062000,2.78,0.154,1110,0.65,0.35,83325,42.57,-114.25,14873,1524,1900,5347,3304,832,1314,652,25359,15802,9557,25359,21270,4089,7919,699,2436,1502,1741,1258,209,74,25254,8829,7819,1010,13375,8217,5158,3050,3050,0,null,null,null,null,null,null,null,null
0500000US16055,108853,0.6853279193040155,4.493215621066944,26.73238220352218,31.64726741568905,10.446198083654103,18.882345916051925,7.113262840711785,2017,ID,kootenai,kootenai_ID,0.131,19590,1.3,SNAP,1.85,Other Nutrition Program,0.424,0.168,0.408,10712000,3.2,0.172,6070,0.63,0.37,83801,47.96,-116.68,108853,746,4891,29099,34449,11371,20554,7743,157637,150365,7272,157637,156575,1062,60383,6222,11240,13932,15895,8019,2950,2125,156531,38612,37441,1171,89573,78948,10625,28346,28346,0,157637,148176,155,2570,1281,137,911,4407
0500000US16057,22331,0.720970847700506,3.8063678294747207,18.51238189064529,24.907079844162823,7.8724642873136,26.281850342573104,17.898884958129955,2017,ID,latah,latah_ID,0.167,6480,1.3,SNAP,1.85,Other Nutrition Program,0.502,0.094,0.405,3406000,3.08,0.167,1220,0.65,0.36,83535,46.55,-116.74,22331,161,850,4134,5562,1758,5869,3997,39333,38653,680,39333,38088,1245,15835,3347,3910,2389,2657,2077,705,750,39200,9253,9253,0,25038,23749,1289,4909,4909,0,39333,35388,435,803,933,0,77,1697
0500000US16065,16630,2.3150932050511126,5.021046301864101,13.71016235718581,23.150932050511123,21.96031268791341,23.87251954299459,9.969933854479855,2017,ID,madison,madison_ID,0.19,7260,1.3,SNAP,1.85,Other Nutrition Program,0.678,0.121,0.201,3537000,2.85,0.168,1740,0.73,0.27,83436,43.86,-111.42,16630,385,835,2280,3850,3652,3970,1658,39141,36253,2888,39141,37292,1849,10864,3297,2647,2141,1718,687,279,95,38921,12655,12325,330,23753,21872,1881,2513,2513,0,null,null,null,null,null,null,null,null
0500000US16067,12555,15.173237753882916,13.006770211071286,32.26602947033055,21.330147351652727,10.927917164476304,4.428514536041417,2.867383512544803,2017,ID,minidoka,minidoka_ID,0.095,1940,1.3,SNAP,1.85,Other Nutrition Program,0.627,0.196,0.177,868000,2.62,0.167,980,0.65,0.35,83336,42.56,-113.81,12555,1905,1633,4051,2678,1372,556,360,21724,12413,9311,21724,18628,3096,7592,1608,1555,2100,1119,820,361,29,21673,6836,6310,526,12656,8885,3771,2181,2111,70,null,null,null,null,null,null,null,null
0500000US16069,28214,2.5625575955199547,6.092719926277734,29.074218473098462,27.100021266038137,11.969235131495003,17.80321826043808,5.398029347132629,2017,ID,nez perce,nez perce_ID,0.131,5260,1.3,SNAP,1.85,Other Nutrition Program,0.465,0.123,0.411,2552000,2.84,0.166,1430,0.66,0.34,83501,46.16,-116.92,28214,723,1719,8203,7646,3377,5023,1523,40385,38806,1579,40385,40278,107,15880,2141,3334,2446,4161,2369,973,456,39820,9052,8942,110,23192,21235,1957,7576,7576,0,40385,36265,0,1874,887,0,254,1105
0500000US16075,14826,3.804127883447997,10.535545663024417,39.592607581276134,22.58869553487117,11.9452313503305,9.368676649129908,2.165115337919871,2017,ID,payette,payette_ID,0.118,2700,1.3,SNAP,1.85,Other Nutrition Program,0.527,0.136,0.337,1715000,3.72,0.16,990,0.6,0.4,83619,43.96,-116.91,14826,564,1562,5870,3349,1771,1389,321,23215,19918,3297,23215,21955,1260,8458,1069,2103,1618,2013,1436,91,128,23082,6912,6479,433,13072,10201,2871,3098,3098,0,null,null,null,null,null,null,null,null
0500000US16083,54657,5.538174433283935,6.282818303236548,26.79254258374957,28.157418080026346,12.927895786450044,14.230565160912601,6.070585652340963,2017,ID,twin falls,twin falls_ID,0.117,9660,1.3,SNAP,1.85,Other Nutrition Program,0.529,0.21,0.261,4862000,2.95,0.154,3530,0.74,0.27,83301,42.41,-114.59,54657,3027,3434,14644,15390,7066,7778,3318,85124,71119,14005,85124,79401,5723,30845,4361,7315,5937,7994,3000,1667,571,84075,24652,22320,2332,47144,38009,9135,12279,12279,0,85124,78783,790,322,2028,29,2104,1068
0500000US17001,46097,2.436167212616873,5.592554830032323,33.7050133414322,24.070980757966893,7.866021649998915,14.41742412738356,11.911838080569234,2017,IL,adams,adams_IL,0.111,7380,1.65,SNAP,1.85,Other Nutrition Program,0.588,0.049,0.363,3443000,2.73,0.156,2360,0.73,0.27,62301,39.93,-91.38,46097,1123,2578,15537,11096,3626,6646,5491,66234,65191,1043,66234,65846,388,27160,4694,6501,4932,5226,3425,1297,1085,65026,15545,14586,959,36924,35174,1750,12557,12557,0,66234,61665,2595,170,436,8,29,1331
0500000US17007,34908,4.365761430044689,5.7837744929529045,36.12066002062564,22.16970321989229,6.943966998968717,15.609602383407815,9.006531454107941,2017,IL,boone,boone_IL,0.077,4140,1.65,SNAP,1.85,Other Nutrition Program,0.682,0.081,0.237,1869000,2.65,0.154,2140,0.73,0.27,61008,42.25,-88.84,34908,1524,2019,12609,7739,2424,5449,3144,53513,41709,11804,53513,51076,2437,18690,1649,2992,3173,5843,2653,1241,1139,52857,15258,14506,752,29419,27955,1464,8180,8027,153,53513,47904,2006,105,621,0,2200,677
0500000US17011,23605,2.2961237026053802,5.2192332133022665,36.50921414954459,26.04956576996399,11.120525312433806,12.768481253971617,6.036856598178352,2017,IL,bureau,bureau_IL,0.094,3150,1.65,SNAP,1.85,Other Nutrition Program,0.618,0.035,0.346,1564000,2.91,0.17,1250,0.74,0.26,61312,41.47,-89.24,23605,542,1232,8618,6149,2625,3014,1425,33243,30169,3074,33243,32538,705,13574,1540,3132,2446,3764,1933,384,375,32899,7679,7589,90,18387,17649,738,6833,6788,45,33243,31148,239,198,69,0,797,792
0500000US17019,120473,1.6974757829555172,2.476903538552207,20.819602732562483,20.908419313871157,9.269296854896949,21.709428668664348,23.11887310849734,2017,IL,champaign,champaign_IL,0.15,31250,1.65,SNAP,1.85,Other Nutrition Program,0.637,0.022,0.342,15656000,2.94,0.154,6100,0.69,0.31,60949,40.38,-88.12,120473,2045,2984,25082,25189,11167,26154,27852,209399,196898,12501,209399,189189,20210,83080,18619,16465,12243,15589,10400,4713,5051,207722,47145,46706,439,135279,128562,6717,25298,24915,383,209399,151479,28725,315,21864,159,1102,5755
0500000US17021,24039,2.179791172677732,10.146012729314863,39.99334414909106,18.615583010940558,9.929697574774325,11.0819917633845,8.053579599816963,2017,IL,christian,christian_IL,0.109,3660,1.65,SNAP,1.85,Other Nutrition Program,0.594,0.046,0.36,1596000,2.56,0.171,1190,0.77,0.24,62083,39.39,-89.19,24039,524,2439,9614,4475,2387,2664,1936,33102,32748,354,33102,32603,499,13844,2643,2957,2029,3384,1739,829,263,31363,6925,6753,172,18119,17092,1027,6319,6319,0,33102,31802,287,80,375,35,0,523
0500000US17027,27009,4.546632603946833,7.093931652412159,31.652412158909993,21.60020733829464,12.869784146025399,15.513347402717612,6.723684697693362,2017,IL,clinton,clinton_IL,0.083,3120,1.65,SNAP,1.85,Other Nutrition Program,0.496,0.041,0.463,1335000,2.51,0.134,1070,0.61,0.39,62215,38.54,-89.61,27009,1228,1916,8549,5834,3476,4190,1816,37614,36434,1180,37614,37150,464,14358,1792,2488,2194,4096,2526,763,499,35464,7979,7952,27,21424,20477,947,6061,6061,0,37614,35234,1370,0,472,0,35,503
0500000US17029,32932,5.796793392445038,5.277541600874529,29.54573059638042,21.322725616421717,14.77286529819021,13.916555326126565,9.367788169561521,2017,IL,coles,coles_IL,0.142,7440,1.65,SNAP,1.85,Other Nutrition Program,0.697,0.022,0.282,3128000,2.46,0.181,1710,0.81,0.19,61912,39.53,-88.02,32932,1909,1738,9730,7022,4865,4583,3085,51979,50630,1349,51979,51438,541,20526,5064,4359,2984,4836,2081,672,530,51282,11395,10828,567,31913,28708,3205,7974,7354,620,51979,47881,2277,157,739,25,121,779
0500000US17031,3597492,6.597373948295091,6.429896160992158,23.214923063067268,18.665976185631543,6.457721101256098,23.059286858733806,15.574822682024031,2017,IL,cook,cook_IL,0.12,630380,1.65,SNAP,1.85,Other Nutrition Program,0.711,0.005,0.285,327609000,3.05,0.158,184900,0.69,0.31,60004,42.09,-87.98,3597492,237340,231315,835155,671507,232316,829556,560303,5211263,3883322,1327941,5211263,4661622,549641,1948373,324723,336757,288108,422756,281379,132977,161673,5164142,1209317,1172640,36677,3234132,2825473,408659,720693,710078,10615,5211263,2938732,1219756,11809,378679,1386,520266,140635
0500000US17033,15586,3.1438470422173745,15.109713845759016,27.19748492236623,23.35429231361478,16.43782882073656,10.541511612986012,4.215321442320031,2017,IL,crawford,crawford_IL,0.107,2050,1.65,SNAP,1.85,Other Nutrition Program,0.55,0.056,0.394,962000,2.75,0.157,580,0.76,0.24,62413,39.15,-87.81,15586,490,2355,4239,3640,2562,1643,657,20695,19735,960,20695,20521,174,7979,1383,1900,1658,1536,745,502,255,17909,3806,3785,21,10495,9398,1097,3608,3600,8,null,null,null,null,null,null,null,null
0500000US17037,62923,3.973109991577007,4.824944773771117,27.75614640115697,23.922889881283474,10.422262129904803,18.219093177375523,10.881553644931106,2017,IL,dekalb,dekalb_IL,0.126,13180,1.65,SNAP,1.85,Other Nutrition Program,0.621,0.022,0.357,6808000,3.03,0.16,3650,0.62,0.38,60111,42.02,-88.84,62923,2500,3036,17465,15053,6558,11464,6847,104733,93042,11691,104733,99126,5607,38324,6322,6197,6656,9118,6225,2182,1624,104110,25020,25020,0,66953,61605,5348,12137,12137,0,104733,87726,8835,93,1708,0,3246,3125
0500000US17043,636756,3.6331027897656245,3.529295365885834,18.160174383908437,17.50168039248943,7.058276639717569,30.25994258397251,19.857527844260595,2017,IL,dupage,dupage_IL,0.067,62420,1.65,SNAP,1.85,Other Nutrition Program,0.503,0.036,0.461,34541000,3.24,0.117,25370,0.53,0.47,60101,41.93,-88,636756,23134,22473,115636,111443,44944,192682,126444,930128,795961,134167,930128,857883,72245,341845,27378,40258,43152,79248,71012,37232,43565,924176,225365,217026,8339,563329,521752,41577,135482,133080,2402,930128,717741,44772,1372,107918,155,33204,24966
0500000US17049,23364,4.040404040404041,2.923300804656737,34.304913542201675,19.936654682417394,16.076014381099128,15.074473549049822,7.644239000171203,2017,IL,effingham,effingham_IL,0.093,3190,1.65,SNAP,1.85,Other Nutrition Program,0.585,0.048,0.366,1457000,2.68,0.156,1280,0.75,0.26,62401,39.11,-88.55,23364,944,683,8015,4658,3756,3522,1786,34132,33431,701,34132,33751,381,14065,1632,2743,2493,3187,2443,946,621,33740,8444,8135,309,19809,18543,1266,5487,5487,0,34132,31348,454,285,44,0,454,1547
0500000US17051,15223,3.350193785718978,9.446232674242921,41.772318202719575,26.565066018524604,9.144058332785916,7.2587532023911185,2.4633777836168957,2017,IL,fayette,fayette_IL,0.123,2700,1.65,SNAP,1.85,Other Nutrition Program,0.656,0.054,0.29,1130000,2.45,0.197,900,0.85,0.15,62011,39.11,-89.21,15223,510,1438,6359,4044,1392,1105,375,21784,21530,254,21784,21784,0,7598,1858,1525,1488,1704,828,37,158,20139,4604,4510,94,11614,10536,1078,3921,3921,0,null,null,null,null,null,null,null,null
0500000US17055,27268,4.675810473815462,7.385946897462227,32.35294117647059,28.685638844066304,12.223118673903477,8.83453131876192,5.842012615520024,2017,IL,franklin,franklin_IL,0.137,5400,1.65,SNAP,1.85,Other Nutrition Program,0.7,0.029,0.271,2671000,2.9,0.207,1810,0.85,0.15,62805,37.98,-88.75,27268,1275,2014,8822,7822,3333,2409,1593,39041,38334,707,39041,38952,89,16002,4591,3511,2936,3186,1276,394,108,38564,9527,9416,111,21352,18959,2393,7685,7608,77,null,null,null,null,null,null,null,null
0500000US17057,25495,2.7887821141400275,7.707393606589527,33.139831339478334,26.138458521278686,10.111786624828397,13.759560698176113,6.354187095508923,2017,IL,fulton,fulton_IL,0.121,4310,1.65,SNAP,1.85,Other Nutrition Program,0.608,0.045,0.346,1863000,2.53,0.184,1310,0.81,0.19,61427,40.49,-90.19,25495,711,1965,8449,6664,2578,3508,1620,35110,34040,1070,35110,34935,175,13927,2583,2598,2903,3188,1738,488,429,32371,7281,7183,98,18320,16577,1743,6770,6770,0,null,null,null,null,null,null,null,null
0500000US17063,33858,1.5594541910331383,4.164451532872585,31.55827278634296,30.805127296355366,9.217910095103079,14.42495126705653,8.26983283123634,2017,IL,grundy,grundy_IL,0.09,4530,1.65,SNAP,1.85,Other Nutrition Program,0.49,0.054,0.456,2323000,3,0.148,1920,0.56,0.44,60407,41.22,-88.26,33858,528,1410,10685,10430,3121,4884,2800,50586,45551,5035,50586,49666,920,19260,1701,2991,3310,5125,3374,1538,1221,50260,13627,13351,276,29891,27616,2275,6742,6742,0,50586,48004,256,13,397,67,670,1179
0500000US17073,34105,2.4014074182671163,5.738161559888579,33.168157161706496,23.4100571763671,11.819381322386748,15.513854273566926,7.948981087817035,2017,IL,henry,henry_IL,0.099,4890,1.65,SNAP,1.85,Other Nutrition Program,0.568,0.036,0.396,2110000,2.53,0.161,1810,0.66,0.34,61233,41.29,-90.29,34105,819,1957,11312,7984,4031,5291,2711,49328,46498,2830,49328,49126,202,20131,2778,4247,3182,5622,2743,1215,344,48694,12670,12439,231,26376,24652,1724,9648,9648,0,null,null,null,null,null,null,null,null
0500000US17075,19857,2.794984136576522,7.468399053230598,39.754242836279396,25.356297527320343,9.936042705343203,9.51805408672005,5.171979654529888,2017,IL,iroquois,iroquois_IL,0.104,2960,1.65,SNAP,1.85,Other Nutrition Program,0.681,0.04,0.279,1512000,2.99,0.173,1090,0.8,0.2,60911,40.87,-87.95,19857,555,1483,7894,5035,1973,1890,1027,27876,25925,1951,27876,27242,634,11561,2588,2451,1747,2851,1471,313,140,27444,6224,6165,59,15542,14073,1469,5678,5656,22,27876,25608,295,0,202,0,1325,446
0500000US17077,34615,3.452260580673119,4.737830420338004,25.17116856853965,23.09403437815976,10.189224324714719,14.407048967210748,18.948432760364003,2017,IL,jackson,jackson_IL,0.176,10420,1.65,SNAP,1.85,Other Nutrition Program,0.719,0.022,0.259,4962000,2.79,0.193,2070,0.76,0.24,62901,37.72,-89.21,34615,1195,1640,8713,7994,3527,4987,6559,58284,55703,2581,58284,55692,2592,23308,7449,4628,3262,4339,1875,886,869,57750,12774,12611,163,36524,32421,4103,8452,8452,0,58284,44675,9014,70,1550,8,777,2190
0500000US17081,27053,3.6779654751783535,9.248512179795217,32.351310390714524,24.104535541344767,13.296122426348278,11.008021291538832,6.313532695080028,2017,IL,jefferson,jefferson_IL,0.136,5200,1.65,SNAP,1.85,Other Nutrition Program,0.622,0.031,0.348,2348000,2.65,0.205,1730,0.79,0.21,62810,38.23,-88.73,27053,995,2502,8752,6521,3597,2978,1708,38179,37188,991,38179,37682,497,14554,2655,2833,2757,3305,1895,426,683,35517,8747,8447,300,20059,18484,1575,6711,6695,16,38179,33567,3671,0,482,0,0,459
0500000US17083,14448,3.7029346622369874,5.744739756367663,33.17414174972315,18.61157253599114,11.787098560354375,17.37264673311185,9.60686600221484,2017,IL,jersey,jersey_IL,0.092,2030,1.65,SNAP,1.85,Other Nutrition Program,0.504,0.02,0.476,973000,2.81,0.145,690,0.5,0.5,62012,39.04,-90.13,14448,535,830,4793,2689,1703,2510,1388,21941,21489,452,21941,21815,126,7699,940,1284,1144,1520,1572,786,453,21587,5583,5503,80,12666,11977,689,3338,3338,0,null,null,null,null,null,null,null,null
0500000US17085,16128,4.625496031746032,4.2596726190476195,34.59201388888889,25.241815476190478,9.15798611111111,12.958829365079366,9.164186507936508,2017,IL,jo daviess,jo daviess_IL,0.085,1880,1.65,SNAP,1.85,Other Nutrition Program,0.542,0.058,0.4,1000000,3.12,0.136,580,0.59,0.41,61001,42.5,-90.09,16128,746,687,5579,4071,1477,2090,1478,21594,20619,975,21594,20997,597,10228,1178,2727,2124,2162,1282,357,398,21445,4424,4123,301,11358,9945,1413,5663,5637,26,null,null,null,null,null,null,null,null
0500000US17089,346896,8.317190166505235,7.244246114109128,23.633307965499746,21.6090701535907,6.783012776163461,21.447061943637287,10.966110880494442,2017,IL,kane,kane_IL,0.057,30090,1.65,SNAP,1.85,Other Nutrition Program,0.75,0.035,0.215,14927000,2.91,0.132,18600,0.63,0.37,60109,42.05,-88.54,346896,28852,25130,81983,74961,23530,74399,38041,534667,362786,171881,534667,478692,55975,180787,17922,24600,27486,43945,33573,16261,17000,531523,145668,142537,3131,317600,281578,36022,68255,67421,834,534667,384654,28381,4682,22835,1013,76422,16680
0500000US17091,72688,4.121725731895223,7.955921197446621,31.940622936385648,24.993121285494166,10.194254897644727,13.183744221879815,7.610609729253796,2017,IL,kankakee,kankakee_IL,0.122,13550,1.65,SNAP,1.85,Other Nutrition Program,0.598,0.016,0.386,6433000,2.78,0.164,4330,0.67,0.33,60901,41.11,-87.86,72688,2996,5783,23217,18167,7410,9583,5532,109605,97992,11613,109605,106383,3222,39628,6997,7063,6087,10667,5434,1638,1742,107677,27100,26253,847,63745,58607,5138,16832,16703,129,109605,87855,17177,92,650,31,1704,2096
0500000US17093,80790,5.334818665676446,4.901596732268845,23.803688575318727,24.886743408837727,9.365020423319718,20.997648223790073,10.710483970788463,2017,IL,kendall,kendall_IL,0.055,6710,1.65,SNAP,1.85,Other Nutrition Program,0.519,0.08,0.401,3169000,2.77,0.116,4180,0.53,0.47,60512,41.71,-88.4,80790,4310,3960,19231,20106,7566,16964,8653,126218,102417,23801,126218,120629,5589,40930,2338,3182,7991,9010,10292,4259,3858,125889,38932,36885,2047,73776,67796,5980,13181,13181,0,126218,98562,9668,100,4499,0,10023,3366
