geo_id,county_state.x,total,white,black,am_ind_al_nat,asian,nat_ha_pac_isl,other,two_or_more,hispanic,year,state,county,county_state.y,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US19017,"Bremer County, Iowa",24911,0.3848472349126618,0.005462826088074381,0,0.0030939899967854893,0.001128017186328043,8.540701553626612e-4,0.00604294921247166,1.0718156637629963,2017,IA,bremer,bremer_IA,0.09,2230,1.6,SNAP,1.85,Other Nutrition Program,0.425,0.053,0.523,1155000,3.04,0.137,750,0.47,0.53,50622,42.67,-92.33,16488,119,334,4881,3057,2957,3026,2114,24911,24644,267,24911,24678,233,9607,801,1820,1865,2768,1522,373,458,24584,5680,5500,180,14121,13279,842,4783,4783,0,24911,23882,339,0,192,70,53,375
0500000US19033,"Cerro Gordo County, Iowa",43006,0.2148832409474713,0.004952646974508309,0.0010759571483920888,0.0011786867253742483,0,0.002314118892019166,0.008121043401431747,4.850485978700647,2017,IA,cerro gordo,cerro gordo_IA,0.111,4810,1.6,SNAP,1.85,Other Nutrition Program,0.527,0.045,0.428,2292000,2.79,0.155,1390,0.56,0.44,50401,43.15,-93.19,31022,477,1967,9678,6796,5453,4530,2121,43006,40920,2086,43006,42688,318,19299,2880,3805,3601,5152,2266,802,793,42392,9176,8990,186,24515,22744,1771,8701,8701,0,43006,39743,916,199,218,0,428,1502
0500000US19045,"Clinton County, Iowa",47010,0.20047602195190722,0.0042670839811450095,1.357502857204139e-4,0.0014661030857804696,0,0,0.0063757384193354385,3.1844288449266114,2017,IA,clinton,clinton_IA,0.121,5750,1.6,SNAP,1.85,Other Nutrition Program,0.578,0.033,0.389,2423000,2.47,0.173,1890,0.62,0.38,52037,41.99,-90.6,32792,1475,1765,13185,6731,3970,4026,1640,47010,45513,1497,47010,46390,620,19608,3557,4022,3870,4330,2719,700,410,46582,11357,11319,38,26471,24331,2140,8754,8754,0,47010,44304,943,30,324,0,0,1409
0500000US19049,"Dallas County, Iowa",87235,0.10367091702686991,0.0021590168541587634,0,0.005341694164428102,0,0.0013140699051483646,0.0021471902250124277,6.098469650942855,2017,IA,dallas,dallas_IA,0.076,6140,1.6,SNAP,1.85,Other Nutrition Program,0.378,0.054,0.568,3179000,3.03,0.116,2670,0.33,0.67,50003,41.61,-94.02,56649,886,1519,9650,9875,6355,19696,8668,87235,81915,5320,87235,83359,3876,34197,2294,3755,4660,8726,6360,4091,4311,86754,25586,25073,513,51469,49769,1700,9699,9699,0,87235,78893,1643,0,4065,0,1000,1634
0500000US19057,"Des Moines County, Iowa",39417,0.22873143167225907,0.01630301976548574,4.762824566308506e-4,0.0029735472292358517,0,9.203836661920493e-4,0.004292978359091587,3.133165892888855,2017,IA,des moines,des moines_IA,0.134,5320,1.6,SNAP,1.85,Other Nutrition Program,0.618,0.022,0.36,2358000,2.6,0.194,1760,0.67,0.33,52601,40.8,-91.12,27223,554,1724,7203,7907,3694,4464,1677,39417,38182,1235,39417,38984,433,16977,3464,3520,2736,4051,2270,389,547,38872,9466,9032,434,22005,19929,2076,7401,7389,12,39417,35538,2533,74,462,0,143,667
0500000US19061,"Dubuque County, Iowa",97041,0.09541193889367312,0.0027832774080993362,3.302553505985859e-4,0.0012020869996064284,0.0018328641001066214,5.001616402956075e-4,9.88642223174545e-4,2.463907008377902,2017,IA,dubuque,dubuque_IA,0.112,10840,1.6,SNAP,1.85,Other Nutrition Program,0.478,0.036,0.486,5372000,2.9,0.16,3570,0.52,0.48,52001,42.5,-90.69,64277,1652,3083,18839,13577,5946,13003,8177,97041,94650,2391,97041,94430,2611,37785,4849,6609,6947,10403,5169,1817,1991,95714,23956,23759,197,55960,53003,2957,15798,15671,127,97041,89849,2621,311,1132,1726,471,931
0500000US19103,"Johnson County, Iowa",149210,0.05543077777710054,0.003975094063863574,1.0914665056710152e-4,0.004266600961880236,0,6.122094021520961e-4,0.002625807898005249,5.700690302258562,2017,IA,johnson,johnson_IA,0.134,19310,1.6,SNAP,1.85,Other Nutrition Program,0.551,0.005,0.444,9860000,2.99,0.137,4010,0.47,0.53,52235,41.57,-91.53,86376,1355,1653,12810,14680,6685,26191,23002,149210,140704,8506,149210,137932,11278,59190,9858,9490,9331,13142,9544,4199,3626,147677,33892,33204,688,97209,91955,5254,16576,16012,564,149210,123409,8850,243,9499,0,1363,5846
0500000US19111,"Lee County, Iowa",34295,0.2715646880967114,0.00878291555428625,0.0010117782681123562,0.001981044844287218,0,0.0027207482839996127,0.005526519951874215,3.624435048840939,2017,IA,lee,lee_IA,0.135,4700,1.6,SNAP,1.85,Other Nutrition Program,0.595,0.039,0.367,1950000,2.43,0.206,1550,0.67,0.33,52619,40.53,-91.56,24320,454,1312,9170,6171,2779,3063,1371,34295,33052,1243,34295,34175,120,14404,1974,3390,2921,3968,1497,340,314,33103,7505,7349,156,19361,18024,1337,6237,6237,0,34295,31940,1033,119,233,0,320,650
0500000US19113,"Linn County, Iowa",224115,0.039162982406249755,0.002581651768943706,5.952910302415115e-5,0.0011135326863347071,9.078685946158169e-5,6.548201332656626e-4,9.566466221774125e-4,3.2853668875354174,2017,IA,linn,linn_IA,0.108,23690,1.6,SNAP,1.85,Other Nutrition Program,0.488,0.037,0.475,11615000,2.87,0.149,7790,0.54,0.46,52202,42.14,-91.61,149861,2044,5438,40042,33567,18721,36704,13345,224115,216752,7363,224115,216325,7790,89183,8912,17519,16222,22615,14527,5640,3748,222311,56129,54757,1372,132672,125202,7470,33510,33510,0,224115,196706,12967,299,5593,456,3289,4805
0500000US19127,"Marshall County, Iowa",40288,0.2176360092165637,0.0025506385793533583,0,0.009389307234141348,5.5448664768551263e-5,0.010874099257388107,0.007707364402828625,22.32674741858618,2017,IA,marshall,marshall_IA,0.094,3800,1.6,SNAP,1.85,Other Nutrition Program,0.633,0.056,0.311,1649000,2.54,0.162,1650,0.66,0.34,50005,42.11,-92.98,26399,1694,1779,9691,5317,2675,3506,1737,40288,31293,8995,40288,37384,2904,15812,2973,2749,3693,3352,2118,555,372,39192,11476,10689,787,21584,19888,1696,6132,6066,66,40288,35325,414,0,1524,9,1765,1251
0500000US19139,"Muscatine County, Iowa",42880,0.2137114248022945,0.004633722711071508,5.601800930051238e-4,0.004497756669079973,7.614098351525952e-4,0.002039490629873023,0.007004970483403877,18.10167910447761,2017,IA,muscatine,muscatine_IA,0.089,3800,1.6,SNAP,1.85,Other Nutrition Program,0.577,0.069,0.354,1658000,2.56,0.152,1650,0.58,0.42,52720,41.57,-91.16,28419,1011,2340,9886,4680,4220,3970,2312,42880,35118,7762,42880,40834,2046,16443,2602,3061,2697,5719,1820,80,464,42351,11437,11437,0,23997,23290,707,6917,6917,0,42880,39295,852,103,827,140,375,1288
0500000US19153,"Polk County, Iowa",481830,0.017319079174660194,0.0013171080456694175,5.771877759163516e-5,0.001027480388560347,4.010162831180024e-5,3.498877838633226e-4,6.428321169981814e-4,8.433887470684681,2017,IA,polk,polk_IA,0.112,52160,1.6,SNAP,1.85,Other Nutrition Program,0.538,0.035,0.427,26580000,2.99,0.157,18410,0.57,0.43,50007,41.81,-93.61,318571,12676,15837,79974,66409,31370,77437,34868,481830,441193,40637,481830,458659,23171,186777,21160,31753,30558,49403,30635,12962,10306,477038,126463,123585,2878,291337,270969,20368,59238,59040,198,481830,402080,30578,1340,23854,931,8123,14924
0500000US19155,"Pottawattamie County, Iowa",93386,0.09775087452002088,0.0012544512097046598,5.125591323016297e-4,3.6693271216224057e-4,0,0.0041555129652373745,0.003042101516770076,7.878054526374403,2017,IA,pottawattamie,pottawattamie_IA,0.105,9760,1.6,SNAP,1.85,Other Nutrition Program,0.533,0.046,0.421,4580000,2.75,0.156,3450,0.57,0.43,51501,41.24,-95.85,63220,3074,4089,20299,14754,6882,8813,5309,93386,86029,7357,93386,90939,2447,36662,5540,6784,6357,8837,6389,1530,1225,92396,23469,22640,829,53323,49010,4313,15604,15604,0,93386,85248,1094,447,320,0,3624,2653
0500000US19163,"Scott County, Iowa",172509,0.04997856962799549,0.004322674320389786,1.1929021950702534e-4,0.0016754395336958546,0,1.0820126952468216e-4,0.0017638151047672565,6.697041893466428,2017,IA,scott,scott_IA,0.12,20540,1.6,SNAP,1.85,Other Nutrition Program,0.524,0.042,0.434,10142000,2.89,0.163,6720,0.56,0.44,52722,41.56,-90.47,116554,3441,5350,34378,23756,12679,23056,13894,172509,160956,11553,172509,169322,3187,64251,9016,11787,12073,14940,9271,3575,3589,170686,43457,42593,864,101102,94197,6905,26127,26127,0,172509,148733,12864,355,4986,0,322,5249
0500000US19167,"Sioux County, Iowa",34860,0.2679515702347131,0.0018432882418947158,0.0022547365101747863,0.001876204103357122,1.316634458496226e-4,0.007373152967578863,0.005431117141296931,10.89213998852553,2017,IA,sioux,sioux_IA,0.074,2570,1.6,SNAP,1.85,Other Nutrition Program,0.516,0.061,0.423,1272000,2.9,0.129,1210,0.59,0.41,51003,42.98,-96,20737,688,1171,7169,3155,2758,4528,1268,34860,31063,3797,34860,33619,1241,12338,1382,1322,1964,4329,2321,644,376,34474,10137,9879,258,19218,18102,1116,5119,5119,0,34860,32562,224,274,228,16,896,660
0500000US19169,"Story County, Iowa",97502,0.0881646932720016,0.0028653656800445306,1.8408186270476977e-4,0.008916925429419046,0,7.310679690275142e-4,0.0016998645150337601,3.507620356505507,2017,IA,story,story_IA,0.149,14280,1.6,SNAP,1.85,Other Nutrition Program,0.575,0.041,0.385,7239000,2.97,0.133,2150,0.45,0.55,50010,42.02,-93.62,51956,251,1131,9378,9649,4023,16267,11257,97502,94082,3420,97502,90209,7293,37689,7503,6815,4441,7977,6705,2246,2002,96827,19158,18158,1000,66864,63124,3740,10805,10805,0,97502,83815,2724,175,8477,0,695,1616
0500000US19179,"Wapello County, Iowa",35044,0.24207668176303185,0.008484775888764479,0,0.0031756838739137685,0.004999666406623215,0.021032798580305802,0.005585946506422679,10.880607236616825,2017,IA,wapello,wapello_IA,0.126,4440,1.6,SNAP,1.85,Other Nutrition Program,0.702,0.027,0.27,1864000,2.46,0.187,1490,0.76,0.24,52501,41.01,-92.41,23512,993,1283,8314,5640,2711,3044,1527,35044,31231,3813,35044,34163,881,14918,2702,3621,3267,3459,1253,479,137,34701,8385,8112,273,20480,19481,999,5836,5836,0,35044,29729,1042,0,390,614,2583,686
0500000US19181,"Warren County, Iowa",50163,0.1909688535343681,9.140308051963346e-4,0,8.862124763425331e-4,0.002201622026429432,9.736415098830521e-4,0.003405758261101125,2.8327651854952856,2017,IA,warren,warren_IA,0.086,4200,1.6,SNAP,1.85,Other Nutrition Program,0.4,0.049,0.551,2145000,2.99,0.136,1650,0.44,0.56,50001,41.36,-93.47,33030,317,1492,9412,7473,2993,8444,2899,50163,48742,1421,50163,49918,245,18849,2101,2686,2769,4938,3689,1409,1257,49591,12885,12662,223,29432,28057,1375,7274,7146,128,50163,48054,230,0,223,554,245,857
0500000US19187,"Webster County, Iowa",36605,0.2466404815146418,0.01338133573456042,5.746585898277483e-4,0.004156945903039684,8.955718283029841e-5,0.00384349576313364,0.004500248437222495,4.761644584073213,2017,IA,webster,webster_IA,0.134,4950,1.6,SNAP,1.85,Other Nutrition Program,0.608,0.048,0.344,2144000,2.54,0.183,1460,0.69,0.31,50501,42.5,-94.17,24627,581,1580,8281,5903,3797,2720,1765,36605,34862,1743,36605,35468,1137,14862,3878,3164,2207,2826,1874,541,372,34846,8054,7720,334,20709,18620,2089,6083,6083,0,36605,33048,1793,77,557,12,515,603
0500000US19193,"Woodbury County, Iowa",102429,0.08348408709524219,0.003105311805778112,0.002553447000515519,0.00271166730737837,5.56630477156052e-4,0.0020663953330039737,0.0031510622559553212,16.646652803405285,2017,IA,woodbury,woodbury_IA,0.106,10900,1.6,SNAP,1.85,Other Nutrition Program,0.676,0.024,0.3,5464000,2.94,0.163,4390,0.68,0.32,51004,42.38,-95.86,65726,5197,4076,20693,12959,7391,11225,4185,102429,85378,17051,102429,97428,5001,39020,6477,7965,6588,9825,5886,1267,1012,101346,27762,27235,527,58824,53100,5724,14760,14738,22,102429,87589,3258,2679,2845,584,2168,3306
0500000US20009,"Barton County, Kansas",26476,0.3513088822275219,0.00442238908026199,0.005249803811407783,8.416805023724435e-4,8.416805023724435e-4,0.004821830674608236,0.010214292198282534,15.036259253663694,2017,KS,barton,barton_KS,0.125,3380,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.114,0.325,1631000,2.83,0.197,1280,0.68,0.33,67511,38.45,-99.01,17457,532,1346,5985,4421,2119,1890,1164,26476,22495,3981,26476,25148,1328,10982,2202,2865,1621,3093,812,276,113,26081,7164,6532,632,14289,11356,2933,4628,4580,48,26476,24626,310,368,59,59,338,716
0500000US20015,"Butler County, Kansas",66878,0.13862199356226412,0.002774630957738904,0.0016120136345928683,0.0024101951429835126,0,4.4716050890232143e-4,0.0036600087653655008,4.784832082299112,2017,KS,butler,butler_KS,0.12,7970,1.3,SNAP,1.85,Other Nutrition Program,0.414,0.163,0.424,4183000,3.08,0.189,3250,0.66,0.34,66842,38.03,-96.63,44270,896,2595,12312,10846,4228,8892,4501,66878,63678,3200,66878,66009,869,24385,3691,4037,4089,5317,4674,1451,1126,64249,18375,17395,980,36245,32723,3522,9629,9629,0,66878,62001,1241,721,1078,0,200,1637
0500000US20035,"Cowley County, Kansas",35361,0.24843243782244678,0.007973446449555095,0.0029350600270679236,0.005886114931667552,0.0016314775082339411,0.004094688648116558,0.011844206812227778,11.085659342213173,2017,KS,cowley,cowley_KS,0.137,4880,1.3,SNAP,1.85,Other Nutrition Program,0.524,0.14,0.336,2357000,2.83,0.202,1730,0.71,0.29,67005,37.06,-97.04,23280,1157,951,7448,5520,2658,3342,2204,35361,31441,3920,35361,34995,366,13328,2818,2427,3251,2870,1317,239,406,34176,8760,7851,909,19399,17276,2123,6017,6017,0,35361,31064,997,367,736,204,512,1481
0500000US20045,"Douglas County, Kansas",120793,0.06876249176000385,0.003273947465265355,0.0022836074846690735,0.004452075096161554,0,3.3719534287430494e-4,0.0036769370213834266,6.412623248035897,2017,KS,douglas,douglas_KS,0.159,18730,1.3,SNAP,1.85,Other Nutrition Program,0.515,0.054,0.431,10566000,3.31,0.174,3860,0.49,0.51,66006,38.77,-95.18,70953,348,2363,13292,15754,5642,16944,16610,120793,113047,7746,120793,116218,4575,47643,8797,9043,7016,10678,7153,2896,2060,120097,26148,25046,1102,80024,72469,7555,13925,13804,121,120793,100331,4777,3332,6496,0,492,5365
0500000US20055,"Finney County, Kansas",37084,0.24048462433573395,0.007838728381528822,0.002726830373908449,0.006406233491768917,0,0.0024359684673582144,0.0097656885124241255,50.27505123503397,2017,KS,finney,finney_KS,0.076,2830,1.3,SNAP,1.85,Other Nutrition Program,0.744,0.246,0.01,1316000,2.72,0.169,1960,0.77,0.23,67846,37.97,-100.86,21594,3524,2473,5454,4626,1781,2207,1529,37084,18440,18644,37084,32558,4526,12260,1573,2314,2273,3271,1996,711,122,36855,11719,10905,814,21074,18003,3071,4062,4007,55,37084,33072,1078,375,881,0,335,1343
0500000US20061,"Geary County, Kansas",33855,0.20479670384883308,0.04626749544201261,0,0.009117392558344933,0.011979119600581426,0.005557683310684901,0.017658949797215447,16.901491655590018,2017,KS,geary,geary_KS,0.174,6240,1.3,SNAP,1.85,Other Nutrition Program,0.484,0.23,0.286,3269000,3.07,0.216,2400,0.69,0.32,66441,39.02,-96.84,18966,288,558,4083,6145,2834,3961,1097,33855,28133,5722,33855,33138,717,13092,2077,2300,3264,3813,1191,396,51,28515,10577,10367,210,15514,14561,953,2424,2415,9,33855,23473,5303,0,1045,1373,637,2024
0500000US20087,"Jefferson County, Kansas",20099,0.471545148989986,0.0035398685655713157,0,0,0,0.006609404944108681,0.01584276840535414,2.21901587143639,2017,KS,jefferson,jefferson_KS,0.108,2050,1.3,SNAP,1.85,Other Nutrition Program,0.345,0.15,0.505,1118000,3.2,0.179,790,0.53,0.47,66054,39.2,-95.22,14739,108,958,5788,3526,729,2268,1362,20099,19653,446,20099,20099,0,8219,657,1379,1755,2091,1473,636,228,19869,4588,4537,51,11728,10871,857,3553,3553,0,20099,19049,143,0,0,0,267,640
0500000US20091,"Johnson County, Kansas",591178,0.014560357127274298,8.458862695404938e-4,7.5566946448481e-5,8.882621300820312e-4,8.011641425813964e-6,1.8772992640987652e-4,3.4956508321131867e-4,7.658268744777377,2017,KS,johnson,johnson_KS,0.102,58910,1.3,SNAP,1.85,Other Nutrition Program,0.268,0.122,0.61,33428000,3.33,0.149,21620,0.37,0.63,66013,38.71,-94.71,398983,5698,12072,55086,72858,30440,135816,87013,591178,545904,45274,591178,561902,29276,229030,16102,31841,33725,52584,45838,22231,26709,587242,153005,145175,7830,354171,322048,32123,80066,79790,276,591178,508872,29563,2641,31044,280,6561,12217
0500000US20099,"Labette County, Kansas",20145,0.44196822971407157,0.017840376801571578,0.006135709701092988,0.0013059944343691903,0,0.0012320702211030096,0.027918711210194194,4.527177959791512,2017,KS,labette,labette_KS,0.152,3120,1.3,SNAP,1.85,Other Nutrition Program,0.557,0.115,0.328,1655000,3.11,0.229,1120,0.72,0.28,67330,37.19,-95.29,13525,421,605,4546,3664,1687,1846,756,20145,19233,912,20145,20145,0,7712,1142,1943,1416,2371,692,42,106,19807,5545,5031,514,10828,9487,1341,3434,3434,0,20145,17936,724,249,53,0,50,1133
0500000US20103,"Leavenworth County, Kansas",81095,0.10244816311157456,0.011646191131171515,0.0011389211590609044,9.123533984466522e-4,0,5.07876725135303e-4,0.00665865921966315,6.9017818607805665,2017,KS,leavenworth,leavenworth_KS,0.125,9920,1.3,SNAP,1.85,Other Nutrition Program,0.333,0.122,0.545,5022000,2.97,0.18,3440,0.47,0.53,66007,39.12,-94.92,54581,1344,4294,14609,11215,5315,10768,7036,81095,75498,5597,81095,80691,404,27350,2554,4742,3837,8225,4769,2329,894,74004,20918,19907,1011,42434,39451,2983,10652,10652,0,81095,67374,7659,749,600,0,334,4379
0500000US20111,"Lyon County, Kansas",33392,0.2627114419493756,0.006412408459147358,8.161247129823911e-4,0.005829462235588507,0,0.003811571461730948,0.01989191882851586,21.385361763296597,2017,KS,lyon,lyon_KS,0.135,4510,1.3,SNAP,1.85,Other Nutrition Program,0.591,0.142,0.268,2086000,2.71,0.191,1430,0.73,0.28,66801,38.41,-96.19,19649,1919,1196,5535,4081,1785,3468,1665,33392,26251,7141,33392,31643,1749,13298,3101,2834,1662,3304,1718,506,173,33013,8210,7972,238,20251,18168,2083,4552,4552,0,33392,29293,715,91,650,0,425,2218
0500000US20125,"Montgomery County, Kansas",32556,0.2545822695091027,0.01687906015460789,0.0067648329406673315,0.0020190714774097757,0,0.009548132407190154,0.01736967565379157,6.327558668141049,2017,KS,montgomery,montgomery_KS,0.154,5150,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.175,0.291,2711000,3.08,0.224,1760,0.74,0.26,67301,37.23,-95.71,22147,519,1374,5450,7459,2876,3303,1166,32556,30496,2060,32556,32030,526,13310,2691,2900,2545,3368,1196,414,196,32032,8002,7212,790,18091,15005,3086,5939,5939,0,32556,26983,1789,717,214,0,1012,1841
0500000US20155,"Reno County, Kansas",62510,0.14737555604925,0.004928982599386242,0.0011158029145028044,2.4824055666690836e-4,0,0.0019373000144005115,0.004368521961138273,9.353703407454807,2017,KS,reno,reno_KS,0.132,8350,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.15,0.351,3934000,2.76,0.2,2900,0.73,0.27,67501,38.06,-97.91,43068,1373,2985,10903,13328,5729,6476,2274,62510,56663,5847,62510,62047,463,24910,4249,5831,5253,6278,1790,594,915,60024,14407,13976,431,34340,30065,4275,11277,11277,0,62510,57587,1926,436,97,0,757,1707
0500000US20161,"Riley County, Kansas",74172,0.11159167658013444,0.006603670853134421,0.0013360027737555188,0.006936308278436816,5.271303461076196e-4,0.0015668495115336832,0.006260127282740145,8.315806503801975,2017,KS,riley,riley_KS,0.175,13240,1.3,SNAP,1.85,Other Nutrition Program,0.52,0.115,0.365,8628000,3.82,0.18,2300,0.65,0.35,66449,39.36,-96.85,36712,464,1330,6727,7337,3060,8824,8970,74172,68004,6168,74172,70312,3860,27067,4463,5991,5940,5706,2828,1064,1075,67996,14257,14065,192,47143,42998,4145,6596,6596,0,74172,61392,3633,735,3816,290,862,3444
0500000US20169,"Saline County, Kansas",54734,0.16131192500465139,0.005480987064057394,9.179485034200872e-4,0.003985565502122124,0,0.0037886238232065425,0.00721674423416083,11.283662805568751,2017,KS,saline,saline_KS,0.124,6860,1.3,SNAP,1.85,Other Nutrition Program,0.459,0.162,0.38,3231000,2.76,0.182,2420,0.61,0.39,67401,38.81,-97.61,37189,1451,1567,11500,9526,2583,6934,3628,54734,48558,6176,54734,53659,1075,21226,3185,6172,2632,4963,3151,484,639,53960,13855,13651,204,31121,27669,3452,8984,8984,0,54734,48326,1642,275,1194,0,1135,2162
0500000US20173,"Sedgwick County, Kansas",513687,0.01479708140337252,0.0017411318224453576,9.659901217597983e-5,8.648055935095566e-4,2.4974009032550297e-5,0.0010454976649317113,8.970178965105698e-4,14.628752528290573,2017,KS,sedgwick,sedgwick_KS,0.138,70300,1.3,SNAP,1.85,Other Nutrition Program,0.505,0.152,0.343,34536000,2.88,0.196,26260,0.69,0.32,67001,37.79,-97.62,334211,12549,21185,88619,78803,29357,66222,37476,513687,438541,75146,513687,489792,23895,196053,32707,39593,35570,45836,27824,7654,6869,508665,139638,133315,6323,298715,254281,44434,70312,70147,165,513687,390457,45944,2549,22820,659,27588,23670
0500000US20177,"Shawnee County, Kansas",178187,0.04671753209153587,0.004901953532792634,3.247182017674895e-4,9.750994691291441e-4,0,0.0012689521192252328,0.0019325614801603448,12.422904027791029,2017,KS,shawnee,shawnee_KS,0.133,23680,1.3,SNAP,1.85,Other Nutrition Program,0.457,0.159,0.384,11804000,2.92,0.184,7930,0.61,0.39,66402,38.9,-95.81,121104,2117,4693,38128,26771,8178,26081,15136,178187,156051,22136,178187,175060,3127,73724,10827,14417,13277,19113,11935,2451,1704,174718,43942,41335,2607,100820,91040,9780,29956,29956,0,178187,148331,15564,1031,3096,0,4029,6136
0500000US20209,"Wyandotte County, Kansas",165288,0.03585305973943717,0.013402575118367666,2.6354200582326637e-4,0.002492302107848084,0,0.0051870191173909825,0.0033019617146273408,28.969435167707275,2017,KS,wyandotte,wyandotte_KS,0.163,26570,1.3,SNAP,1.85,Other Nutrition Program,0.643,0.182,0.175,13328000,2.94,0.223,10210,0.73,0.27,66012,39.05,-94.88,104556,8351,11834,34149,24614,8200,11877,5531,165288,117405,47883,165288,146984,18304,60737,12462,12973,12866,13162,6588,1734,952,163867,48255,45060,3195,96583,74551,22032,19029,18891,138,165288,97951,36616,720,6809,0,14171,9021
0500000US21015,"Boone County, Kentucky",130728,0.06885097032100505,0.0029953522039113155,7.372814567158151e-5,0.0013370540703139982,0,0.0014511571529009692,0.0017864446725026854,4.298237561960713,2017,KY,boone,boone_KY,0.097,12380,1.3,SNAP,1.85,Other Nutrition Program,0.366,0.142,0.492,6167000,2.92,0.136,4630,0.53,0.47,41005,39.02,-84.72,86062,1704,5011,24149,22614,6294,16015,10275,130728,125109,5619,130728,125007,5721,46388,4001,7922,6746,11080,9343,4078,3218,129895,35938,35517,421,77486,72881,4605,16471,16471,0,130728,117665,5119,126,2285,0,2480,3053
0500000US21021,"Boyle County, Kentucky",29924,0.2884150072756611,0.02108447044592458,1.786819529315642e-4,0.00504776517031669,0,0.00949247874948935,0.009961518875934706,3.398609811522524,2017,KY,boyle,boyle_KY,0.143,4240,1.3,SNAP,1.85,Other Nutrition Program,0.518,0.156,0.327,1780000,2.46,0.17,1020,0.73,0.27,40422,37.64,-84.77,19937,938,1576,6775,4219,1526,2464,2439,29924,28907,1017,29924,29102,822,11232,2562,2507,2008,2127,1338,316,374,28488,6623,6585,38,16465,15553,912,5400,5400,0,29924,25826,1888,16,452,0,850,892
0500000US21029,"Bullitt County, Kentucky",80246,0.11993936381091595,0.0011367482495997937,2.034344545048811e-4,0.0010746308589112805,5.5905651619661984e-5,2.5468130182290454e-4,0.0019520390023865309,1.980161004909902,2017,KY,bullitt,bullitt_KY,0.102,8020,1.3,SNAP,1.85,Other Nutrition Program,0.437,0.136,0.427,3934000,2.87,0.147,2640,0.57,0.43,40047,38.04,-85.55,55944,2022,4821,23320,12785,5454,4929,2613,80246,78657,1589,80246,80083,163,29715,3724,4917,5494,8024,4718,2010,828,79890,19172,18870,302,48501,45786,2715,12217,12217,0,80246,77234,732,131,692,36,164,1257
0500000US21035,"Calloway County, Kentucky",38919,0.23478093725433505,0.011038572833059113,0.0010101086384318443,0.004271505157290218,8.714662762941404e-4,0.0016108922076952293,0.003360426777528163,2.638813946915388,2017,KY,calloway,calloway_KY,0.156,6030,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.084,0.35,3183000,3.09,0.182,1280,0.67,0.33,42020,36.71,-88.31,23127,773,1862,7668,5402,1264,3514,2644,38919,37892,1027,38919,38477,442,13719,2473,3941,2484,2844,1003,730,244,38585,8307,7299,1008,23903,22672,1231,6375,6375,0,38919,35562,1672,153,647,132,244,509
0500000US21037,"Campbell County, Kentucky",92488,0.10120726551416744,0.003602980055151884,0,0.001400509443890966,0,6.11407712149395e-4,0.001299972038069077,2.012152927947409,2017,KY,campbell,campbell_KY,0.124,11350,1.3,SNAP,1.85,Other Nutrition Program,0.479,0.104,0.416,5903000,3.05,0.16,3160,0.63,0.37,41001,38.96,-84.38,64156,1335,3406,18272,13004,4586,14930,8623,92488,90627,1861,92488,91167,1321,35740,5248,6766,5321,7488,6704,2201,2012,90830,20592,20532,60,56786,54679,2107,13452,13452,0,92488,86573,3082,0,1198,0,523,1112
